#-----------------------------------------------------------------------------------------------------------
#                  R.A. (o)          Dec. (o)        Err. (mas)     Corr. Del.       IERS      IVS
#-----------------------------------------------------------------------------------------------------------
44200.824  164.623350486250    1.566344409806   17.6106   16.8887  -0.995    3   1055+018 1055+018 79NOV23D 
44203.279  164.527955671000    3.314511235167    5.1924   93.2315  -0.904    3   1055+018 1055+018 79NOV25D 
44227.564  164.683297054708    1.452844120083   12.5726   11.8876  -0.995    3   1055+018 1055+018 79DEC20D 
44250.819  164.619314558167    1.539138436694   11.3354   10.9383  -0.996    3   1055+018 1055+018 80JAN12D 
44773.342  164.623349310208    1.566342057722    1.3653    3.7625  -0.421   17   1055+018 1055+018 81JUN17X 
44773.342  164.623349310208    1.566342058167    1.3653    3.7625  -0.421   17   1055+018 1055+018 81JUN17X 
46502.290  164.623355144917    1.566339927500    0.7216    0.9215  -0.401   15   1055+018 1055+018 86MAR12X 
46865.250  164.623354981833    1.566340029389    0.5066    0.7536  -0.152   20   1055+018 1055+018 87MAR10X 
47240.252  164.623354929792    1.566339989472    1.1508    1.4215  -0.350    9   1055+018 1055+018 88MAR19X 
47257.251  164.623354152083    1.566338208417    3.2200    3.9204   0.093    4   1055+018 1055+018 88APR05X 
47262.017  164.623354466833    1.566340234222    7.4681    3.3374   0.211    3   1055+018 1055+018 88APR10XO
47280.090  164.623355546500    1.566340589833    1.8291    3.5033   0.770   15   1055+018 1055+018 88APR28XO
47283.253  164.623354826625    1.566340188194    0.6117    1.1166  -0.286   14   1055+018 1055+018 88MAY01X 
47303.995  164.623354511458    1.566341036333    3.3802    2.7349   0.033    7   1055+018 1055+018 88MAY22XO
47314.244  164.623354761667    1.566340513139    0.3159    0.9028  -0.079   38   1055+018 1055+018 88JUN01XI
47318.017  164.623355280833    1.566341942500    1.1199    3.0235  -0.171   21   1055+018 1055+018 88JUN05XO
47319.241  164.623355098667    1.566339884333    0.4048    1.1862  -0.088   25   1055+018 1055+018 88JUN06XI
47321.915  164.623355934708    1.566342147667    2.4408    6.6414   0.771    3   1055+018 1055+018 88JUN09XO
47324.245  164.623355092667    1.566340219639    0.3273    0.9430  -0.075   39   1055+018 1055+018 88JUN11XI
47329.234  164.623355104708    1.566339429972    0.5367    1.5144  -0.338   21   1055+018 1055+018 88JUN16XI
47334.253  164.623355219667    1.566339528028    0.4306    1.1261   0.050   17   1055+018 1055+018 88JUN21XI
47336.086  164.623356400333    1.566342968167    3.2680    7.4686   0.958    4   1055+018 1055+018 88JUN23XO
47339.238  164.623355206208    1.566339476083    0.5352    2.0980  -0.191   14   1055+018 1055+018 88JUN26XI
47344.246  164.623355010625    1.566339217139    0.7059    3.0665  -0.236   14   1055+018 1055+018 88JUL01XI
47348.994  164.623353311500    1.566335862000   31.0027   65.2820   0.959    3   1055+018 1055+018 88JUL06XO
47349.239  164.623354911667    1.566340314028    0.7580    2.8050  -0.337   15   1055+018 1055+018 88JUL06XI
47354.239  164.623353861375    1.566343180694    1.8869    4.5682  -0.726    6   1055+018 1055+018 88JUL11XI
47359.250  164.623354975833    1.566339410250    1.3030    4.2688  -0.160    9   1055+018 1055+018 88JUL16XI
47360.920  164.623353928292    1.566333984528    4.1348   16.7962   0.973    4   1055+018 1055+018 88JUL18XO
47364.243  164.623354866625    1.566340324222    0.5281    1.6473  -0.036   30   1055+018 1055+018 88JUL21XI
47369.247  164.623355029917    1.566338310667    0.9231    3.3979  -0.312    6   1055+018 1055+018 88JUL26XI
47374.251  164.623355012833    1.566340149778    0.7802    3.1122  -0.165   13   1055+018 1055+018 88JUL31XI
47379.241  164.623355180667    1.566339778306    0.4362    2.1440  -0.088   24   1055+018 1055+018 88AUG05XI
47384.244  164.623355498458    1.566339786306    0.4349    1.0648  -0.101   29   1055+018 1055+018 88AUG10XI
47389.237  164.623355016833    1.566339701917    0.4042    1.1914  -0.236   24   1055+018 1055+018 88AUG15XI
47394.249  164.623355172417    1.566339802694    0.2923    0.9629  -0.174   43   1055+018 1055+018 88AUG20XI
47395.918  164.623354387833    1.566338371667    3.2188    5.3355   0.829    4   1055+018 1055+018 88AUG22XO
47399.249  164.623355117708    1.566339775444    0.3791    1.0402  -0.217   29   1055+018 1055+018 88AUG25XI
47404.260  164.623355050875    1.566340269972    0.3387    0.9670  -0.226   30   1055+018 1055+018 88AUG30XI
47409.249  164.623354841667    1.566339325528    0.5647    1.3081  -0.220   16   1055+018 1055+018 88SEP04XI
47414.242  164.623355308250    1.566339892722    0.5510    1.4749  -0.308   11   1055+018 1055+018 88SEP09XI
47419.254  164.623354866542    1.566339789528    0.4259    1.0593  -0.139   22   1055+018 1055+018 88SEP14XI
47423.005  164.623360754750    1.566337180917   25.3893   18.0078  -0.462    7   1055+018 1055+018 88SEP18XO
47424.254  164.623354924792    1.566339187500    0.6410    1.5644   0.117   10   1055+018 1055+018 88SEP19XI
47429.236  164.623354983000    1.566340561694    0.4420    1.2462  -0.279   23   1055+018 1055+018 88SEP24XI
47432.921  164.623357202250    1.566348287806    8.7417   18.4968   0.686    7   1055+018 1055+018 88SEP28XO
47434.244  164.623355104250    1.566340275139    0.3897    1.1473  -0.237   20   1055+018 1055+018 88SEP29XI
47439.247  164.623355041208    1.566340143056    0.3880    1.0516  -0.120   28   1055+018 1055+018 88OCT04XI
47444.251  164.623355058542    1.566340900722    0.6011    2.2661  -0.198   11   1055+018 1055+018 88OCT09XI
