#-----------------------------------------------------------------------------------------------------------
#                  R.A. (o)          Dec. (o)        Err. (mas)     Corr. Del.       IERS      IVS
#-----------------------------------------------------------------------------------------------------------
49422.420   72.347126693833   63.535953497250    0.8829    0.7648   0.255   23   0444+634 0444+634 94MAR10X 
49826.960   72.347128198875   63.535953767722    0.7169    0.5668   0.009   76   0444+634 0444+634 95APR19XV
50854.079   72.347126982375   63.535954277889    1.0351    1.0018  -0.953 1036   0444+634 0444+634 98FEB09XA
51100.250   72.347127432833   63.535954012528    0.4885    0.2738  -0.106   18   0444+634 0444+634 98OCT13XE
51115.712   72.347127372750   63.535953895139    2.1268    0.6602   0.209    5   0444+634 0444+634 98OCT29XN
51338.251   72.347127206875   63.535953890306    0.6974    0.3691  -0.033   15   0444+634 0444+634 99JUN08XE
51534.251   72.347127109417   63.535954100222    0.7943    0.7404   0.135    7   0444+634 0444+634 99DEC21XE
51569.250   72.347127759375   63.535954148500    0.7002    0.4233   0.188    8   0444+634 0444+634 00JAN25XE
57395.272   72.347126561542   63.535953946667    9.0293    3.5059   0.166   28   0444+634 0444+634 16JAN07XE
