ICRF J233757.3-023057  2335-027    1.66     7.9   -28.9    0.52    0.77    0.05    0.21    26.5   199
ICRF J013305.7-520003  0131-522    2.11   -13.0    86.4    0.84    0.80    0.27    0.23    28.7   186
ICRF J232159.8+273246  2319+272    1.13    13.6    15.0    1.52    0.40    0.28    0.07    27.6    42
ICRF J122847.4+370612  1226+373    1.36   -17.5     8.8    0.91    0.44    0.22    0.19    25.3   188
ICRF J221124.0-132809  2208-137    1.71   -26.4    82.6    1.36    0.70    0.26    0.15    19.1    51
ICRF J114553.6-695401  1143-696    2.17   218.1  -178.2    3.10    0.63    0.32    0.14    12.6    30
ICRF J053942.3+143345  0536+145    1.18     7.9   -20.5    0.52    0.60    0.18    0.17    24.9   191
ICRF J162424.8+574116  1623+578    1.38    -5.7   -51.5    2.29    0.49    0.52    0.32    22.1   177
ICRF J040905.7-123848  0406-127    1.74    -6.0    65.9    0.44    0.64    0.03    0.36    26.8    56
ICRF J231448.5-313839  2312-319    2.19   -19.7  -144.7    5.00    1.39    1.83    0.28    22.0    36
ICRF J143439.7+195200  1432+200    1.19    32.2   -20.4    1.19    0.77    0.44    0.19    23.9   100
ICRF J092314.4+384939  0920+390    1.38     6.0    12.8    0.63    0.28    0.17    0.11    21.7   193
ICRF J001101.2-261233  0008-264    1.74     1.1   -52.0    0.45    0.82    0.18    0.31    28.6   185
ICRF J115918.3-663539  1156-663    2.27   256.6  -196.5    5.68    1.01    1.14    0.12    12.6    25
ICRF J025927.0+074739  0256+075    1.21    -4.7   -27.1    0.30    0.74    0.08    0.09    22.2    52
ICRF J095847.2+653354  0954+658    1.40     0.4    -6.3    1.27    0.50    0.46    0.13    36.2   307
ICRF J020457.6-170119  0202-172    1.75    -2.7   -42.1    0.32    0.58    0.10    0.04    28.3    81
ICRF J142455.5-680758  1420-679    2.29   231.8  -231.1    7.15    1.09    2.22    0.41    12.9    34
ICRF J154929.4+023701  1546+027    1.22     2.2    15.7    0.28    0.46    0.06    0.08    28.8   296
ICRF J182332.8+685752  1823+689    1.41    16.0   -33.4    1.46    0.29    0.45    0.09    21.1    68
ICRF J162606.0-295126  1622-297    1.76   -17.2    40.0    1.84    0.66    0.21    0.17    27.5    83
ICRF J223912.0-570100  2236-572    2.31   -24.1  -197.2    5.41    0.70    3.86    0.53    11.3    45
ICRF J231028.5+105530  2307+106    1.23   -24.5   -53.3    5.06    3.13    0.58    0.39    21.2   117
ICRF J095820.9+322402  0955+326    1.44    22.0    -7.7    0.54    0.32    0.27    0.24    26.7    61
ICRF J165039.5-294346  1647-296    1.77  -107.3   -94.0    2.89    1.19    2.88    1.11    19.7    25
