## This list was generated at 2016-10-26 00:15:28
##format:
##soure  Num_ave    R.A.                 Decl.            
##                mean  Std  AStd WAd | mean  Std  AStd WAd
## Num_ave: Number of one-year average points
## unit: deg for mean while mas for the others
1116+128    5     169.7388       0.5586       0.1080       0.3740      12.5783       0.4868       0.7650       0.2866
1116-462    5     169.6123       2.5108       1.7023       1.0763     -46.5708       1.6493       1.4126       0.8237
1123+264   14     171.4738       0.9653       2.2745       0.3525      26.1722       0.5347       0.6379       0.4694
1124-186   23     171.7683       1.3330       0.4677       0.1653     -18.9548       0.7608       0.1929       0.1118
1128+385   23     172.7220       0.8201       0.1310       0.1053      38.2552       0.3597       0.0822       0.0572
1130+009    8     173.3336       0.2936       0.0931       0.2824       0.6813       0.5188       0.1588       0.1474
1133-032    7     174.1024       0.9520       0.5677       0.4585      -3.5082       0.8205       0.3594       0.3867
1143-245    9     176.5338       1.2282       0.5574       0.1980     -24.7925       1.0626       0.4235       0.2849
1143-696    5     176.4734       3.0955       0.5128       0.3207     -69.9005       0.6298       0.1519       0.1378
1144+402   23     176.7429       1.0110       0.6308       0.2598      39.9762       0.5298       0.4145       0.2128
1144-379   22     176.7557       2.1137      11.9846       1.3404     -38.2031       0.7686       6.1888       0.9888
1145+268    7     176.9990       0.8770       0.2711       0.1781      26.5951       0.5015       0.1828       0.1401
1145-071   20     176.9648       0.3600       1.6340       0.4473      -7.4114       0.5752       3.4149       1.9215
1147+245    8     177.5801       0.3501       0.2159       0.1878      24.2983       0.2414       0.1048       0.0837
1149-084    7     178.0717       0.4969       0.0707       0.0865      -8.6843       0.5805       0.1646       0.1727
1150+497    1     178.3519       0.8983       0.0707       0.0000      49.5191       0.3676       0.1646       0.0000
1150+812   11     178.3021       0.8484       0.3791       0.2627      80.9748       0.2588       0.0978       0.0820
1156+295   27     179.8826       0.7159       0.3235       0.1792      29.2455       0.3979       0.1556       0.1093
1156-663    4     179.8263       5.6797       0.8922       1.1390     -66.5943       1.0088       0.0896       0.1220
1212+171    5     183.7666       0.6957       4.0055       0.9176      16.9105       0.7159       1.5459       0.4136
1213+350    3     183.9817       1.3976       0.2350       0.2828      34.8042       0.7418       0.1031       0.1070
1213-172   15     183.9448       1.0777       2.7688       0.3554     -17.5293       0.7220       0.8347       0.3436
1215+303    3     184.4670       0.7938       0.8162       1.2929      30.1168       0.4895       0.4788       0.7614
1216+487    1     184.7767       0.9006       0.8162       0.0000      48.4989       0.3235       0.4788       0.0000
1219+044   20     185.5940       0.3305       0.0727       0.0559       4.2210       0.5632       0.0895       0.0682
1219+285    5     185.3820       0.9982       0.4431       0.3154      28.2329       0.5557       0.2138       0.1195
1221+809   11     185.9187       0.9833       0.6248       0.6098      80.6679       0.2945       0.1267       0.1550
1222+131    3     186.2656       0.5115       0.2127       0.2127      12.8870       0.6224       0.2052       0.2052
1226+373   10     187.1976       0.9074       0.2453       0.2155      37.1034       0.4359       0.1192       0.1932
1236+077    9     189.8525       0.3979       0.1458       0.0915       7.5048       0.6582       0.2864       0.1372
1237-101    6     189.9294       0.4895       0.1382       0.1277     -10.3913       0.5204       0.1063       0.0552
1240+381    4     190.7140       1.3793       1.0235       1.0446      37.8500       0.3516       0.3540       0.3325
1243-072   13     191.5176       0.4633       0.3090       0.1648      -7.5129       0.5523       0.1959       0.1899
1243-160    6     191.4739       1.1219       1.0846       0.3391     -16.2794       0.6232       0.5160       0.1873
1244-255   17     191.6950       1.3477       0.5802       0.3072     -25.7970       0.7381       0.2962       0.2082
1251-713    9     193.7497       3.5636       2.1697       0.6919     -71.6385       0.6356       0.1596       0.0784
1252+119    9     193.6594       0.7046       0.2198       0.1193      11.6850       0.9870       0.5002       0.1151
1255-177    7     194.6596       1.6140       5.6100       0.6919     -18.0009       0.7248       0.1129       0.1112
1255-316   20     194.4961       3.3366       2.0614       0.6572     -31.9213       1.0309       0.8449       0.2233
1257+145    7     195.0872       0.7430       0.6145       0.2017      14.2885       0.6987       0.4185       0.2338
1300+580   21     195.7186       0.8700       1.0949       0.1206      57.8104       0.3178       0.2211       0.0344
1302-102    8     196.3876       0.9376       0.5447       0.3333     -10.5554       0.7596       0.4250       0.3398
1306+360    5     197.0988       9.1058       6.5818       1.9672      35.7770       4.0563       3.3839       0.7140
1307+121    4     197.3914       0.4905       0.0744       0.0219      11.9068       0.5334       0.0655       0.0217
1308+328   16     197.7475       0.8411       0.3143       0.2533      32.5596       0.5007       0.1595       0.1651
1308+554    4     197.7634       1.6679       0.8373       0.8585      55.2318       0.7064       0.4890       0.4601
1313-333   20     199.0333       2.4489       4.0026       0.7253     -33.6498       1.0184       0.3851       0.2592
1315+346    1     199.4021       1.0312       4.0026       0.0000      34.4211       0.4277       0.3851       0.0000
1324+224   16     201.7536       1.2955       3.1738       0.1655      22.1806       0.4605       1.9588       0.0867
1325-558    6     202.2548       6.3048       1.6843       1.7983     -56.1341       1.1995       0.2179       0.2237
1327+504    6     202.2742       3.0074       1.2526       1.3423      50.1573       1.1495       0.6063       0.6641
1334-127   27     204.4158       0.9831       0.1043       0.0802     -12.9569       0.8682       0.0981       0.0853
1342+662    9     205.9415       1.0504       0.3687       0.2567      66.0405       0.2768       0.0946       0.0684
1342+663   12     206.0362       1.1483       0.3862       0.4834      66.1032       0.4266       0.1190       0.1177
1347+539    3     207.3944       1.1251       0.1095       0.2263      53.6881       0.3574       0.0303       0.0664
1348+308    5     207.7197       1.4336       0.8996       0.8789      30.5816       0.8648       0.6359       0.6877
1349-439   10     208.2356       6.1217       2.8969       1.6867     -44.2112       1.3812       0.9744       0.5108
1351-018   22     208.5287       0.8468       0.0915       0.0659      -2.1009       2.4117       0.2517       0.2114
1352-104   10     208.6938       0.7886       1.6873       0.5649     -10.6841       0.6517       0.9167       0.2990
1354+195   18     209.2685       2.1112       5.0154       0.5438      19.3187       1.0346       1.8917       0.4857
1354-152   16     209.2969       1.0331       0.8324       0.3119     -15.4580       0.7607       0.3853       0.3184
1354-174    6     209.2753       2.6833       0.5269       0.5689     -17.7339       1.3677       0.4809       0.4298
1357+769   22     209.4807       0.9806       0.2112       0.1290      76.7225       0.2522       0.0487       0.0261
1402+044    9     211.2547       0.5049       0.2275       0.1129       4.2599       0.8382       0.4577       0.2747
1402-012    7     211.1912       0.8250       0.7547       0.5939      -1.5061       1.2520       0.8498       0.9452
1406-076    9     212.2353       0.5064       0.3282       0.3817      -7.8741       0.4323       0.3653       0.4746
1406-267    6     212.4590       4.2073       3.0282       2.4830     -26.9603       1.9384       0.8262       0.5973
1413+135    7     213.9951       0.8830       0.8583       0.1674      13.3399       1.1460       0.5533       0.2290
1417+273    1     214.9971       0.8569       0.8583       0.0000      27.1071       0.4590       0.5533       0.0000
1417+385   13     214.9442       0.8338       0.1191       0.1152      38.3635       0.3014       0.0567       0.0582
1418+546   23     214.9442       1.0431       0.4451       0.1403      54.3874       0.3122       0.0912       0.0460
1420-679    5     216.2315       7.1497       2.3345       2.2207     -68.1328       1.0934       0.4629       0.4073
1423+146    5     216.4542       0.7968       0.2464       0.3270      14.4158       0.6345       0.1962       0.2657
1424+240    1     216.7516       2.1033       0.2464       0.0000      23.8000       1.6511       0.1962       0.0000
1424-418   25     216.9846       2.1845       1.1051       0.3940     -42.1054       0.6160       0.2716       0.1389
1428+370    3     217.6691       2.2430       0.0231       0.0267      36.8177       0.5581       0.0800       0.0930
1432+200    5     218.6658       1.1888       0.4584       0.4401      19.8669       0.7703       0.1865       0.1873
1435-218    4     219.5395       1.9616       0.2197       0.1248     -22.0819       0.8431       0.1203       0.0844
1441+252    4     220.9871       0.8603       1.3915       1.3814      25.0290       0.4308       1.2448       1.2462
1442+101    5     221.3186       0.5772       0.6041       0.7469       9.9767       0.5698       0.7501       0.9067
1443-162    6     221.4724       0.8394       0.9513       0.4730     -16.4838       0.7922       0.5337       0.4136
1445-161    3     222.0627       1.0892       0.5786       0.5221     -16.3402       1.0360       0.3127       0.1501
1451-375   20     223.6142       5.3452       5.3850       1.4340     -37.7925       2.1988       0.3339       0.2725
1451-400    9     223.6371       5.6552      52.0253       0.6436     -40.2090       1.3542       3.8724       0.1501
1456+044    5     224.7473       0.3658       0.1699       0.1624       4.2705       0.4950       0.2215       0.3136
1459+480    5     225.2027       1.0894       0.4171       0.1244      47.8543       0.3343       0.1738       0.0524
1502+036   10     226.2770       0.3181       0.2515       0.1753       3.4419       0.5479       0.1352       0.1535
1502+106   22     226.1041       1.0796       0.7772       0.3642      10.4942       1.3684       1.0348       0.2678
1504+377    9     226.5397       1.2360       0.5445       0.4544      37.5142       0.4535       0.2218       0.1701
1504-166   14     226.7699       1.9285       2.5266       0.6159     -16.8751       1.2844       0.8830       0.2183
1508+572   11     227.5122       2.0269       1.3219       0.7751      57.0454       0.4808       0.2825       0.1713
1508-055    5     227.7233       0.2938       0.1819       0.0522      -5.7187       0.4584       0.4913       0.0284
1510-089   20     228.2106       0.9198       0.2990       0.1233      -9.1000       0.8460       0.3061       0.2538
1511-100    5     228.4371       0.7404       0.2273       0.1184     -10.2001       0.7478       0.2483       0.2040
1514+197    9     229.2367       0.7710       0.2792       0.4493      19.5369       0.4447       0.1705       0.2752
1514-241   18     229.4242       1.2775       0.5793       0.3531     -24.3721       0.8770       0.5344       0.2059
1519-273   24     230.6570       1.3800       0.7302       0.2553     -27.5030       0.5558       0.2172       0.1257
1519-294    6     230.6062       3.7723       1.6338       1.6476     -29.6070       0.9921       0.4980       0.5357
1520+319    6     230.5416       0.8400       0.1666       0.1597      31.7373       0.3479       0.0944       0.0874
1520+437    7     230.4567       1.3105       0.2807       0.2178      43.6109       0.4800       0.0977       0.0927
1522+155    1     231.1734       1.5791       0.2807       0.0000      15.3558       1.5785       0.0977       0.0000
1538+149   10     235.2062       0.6501       1.6150       0.1095      14.7961       0.5673       1.7847       0.1533
1546+027   13     237.3727       0.2803       0.3168       0.0569       2.6170       0.4585       0.1504       0.0765
1547+507    4     237.3228       1.6509       0.3909       0.3032      50.6349       0.3963       0.0858       0.0989
1549-790    2     239.2453       3.4291       0.1659       0.1659     -79.2345       0.7437       0.0300       0.0300
1550-242    2     238.3818       1.8208       2.3726       2.3726     -24.3683       1.4628       0.5242       0.5242
1555+001   19     239.4643       0.4588       0.7668       0.5403      -0.0307       0.7625       1.0423       0.2412
1556-245    4     239.9225       3.9316       1.4550       1.8276     -24.7108       1.0511       0.5984       0.6234
1557+032   12     239.8791       0.4237       0.1803       0.1643       3.0801       0.4461       0.4266       0.2131
1600+335    7     240.5303       1.3572       1.3526       1.5415      33.4481       0.4553       0.3449       0.3753
1601+112    3     240.9247       0.5843       0.1223       0.1197      11.0969       0.3267       0.0932       0.0873
1602-115    7     241.3230       1.3402       0.3731       0.4049     -11.6575       0.7676       0.4732       0.7358
1604-333   10     241.8948       4.2206       4.0746       4.7142     -33.5191       1.1840       0.4773       0.2617
1606+106   24     242.1925       0.5074       0.1296       0.0721      10.4855       0.4656       0.1144       0.0656
1608+243    6     242.6751       2.0922       2.0413       2.2870      24.2469       1.1827       1.0607       1.3426
1610-771   20     244.4553       3.3090       1.6724       0.7636     -77.2885       0.6572       0.2615       0.1634
1611-710    2     244.1277       5.2703       1.0364       1.0364     -71.1421       1.3973       0.3598       0.3598
1614+051   18     244.1565       0.5754       0.2601       0.2410       4.9924       0.5569       0.4437       0.1568
1616+063    6     244.7654       0.9991       0.9127       0.8488       6.2173       0.6483       0.2962       0.1135
1617+229    7     244.8118       1.0259       0.7093       0.4340      22.7966       0.5145       0.3175       0.1661
1619-680    8     246.0768       3.4589       0.7416       0.6287     -68.1535       0.4674       0.1573       0.1512
1622-253   26     246.4454       2.1493       0.3219       0.2443     -25.4606       0.7256       0.1440       0.1383
1622-297   11     246.5251       1.8359       0.6537       0.2135     -29.8575       0.6617       0.1511       0.1706
1623+578    6     246.1034       2.2884       9.8106       0.5159      57.6879       0.4929       5.0312       0.3242
1624+416    4     246.4903       1.3262       0.4276       0.0494      41.5780       0.4173       0.1396       0.0088
1624-617    5     247.2279       3.9782       1.2086       1.6233     -61.8768       0.6964       0.1605       0.2232
1633+382   19     248.8146       2.5030       0.8724       0.3245      38.1346       0.8337       0.2391       0.0923
1636+473    8     249.4380       1.3917       0.2942       0.1836      47.2927       0.4059       0.0913       0.0490
1637+574   23     249.5561       2.9530       1.0123       0.6500      57.3400       0.7087       0.2663       0.1368
1637+826   14     248.1332       1.6375       0.4589       0.4415      82.5379       0.3434       0.0506       0.0646
1638+398   26     250.1235       1.2613       2.2992       0.2087      39.7795       0.4042       0.9404       0.0496
1639+230    8     250.3551       0.8447       0.1698       0.1963      22.9511       0.4021       0.0918       0.1346
1639-062    7     250.5091       0.3345       0.1025       0.0895      -6.3566       0.3318       0.1568       0.0985
1642+690   22     250.5327       3.1694       2.5460       0.4353      68.9444       0.6071       0.4795       0.1008
1647-296    3     252.6648       2.8873       2.8833       2.8833     -29.7297       1.1865       1.1144       1.1144
1651+391    6     253.2438       0.6453       3.0587       0.5232      39.0472       0.2219       0.3479       0.1323
1652+398   19     253.4676       1.2932       2.2710       0.4185      39.7602       0.4190       0.1967       0.1290
1655+077    6     254.5375       0.5188       0.3712       0.0329       7.6910       0.4545       0.5916       0.0951
1656+053    6     254.6394       0.8089       1.0855       1.5942       5.2546       0.5985       0.7788       0.4910
1657-261   14     255.2215       1.9963       0.8576       0.9460     -26.1810       0.6811       0.3900       0.2988
1657-562    8     255.4369       6.1006       4.8132       3.7440     -56.3655       0.9672       0.5491       0.6457
1659+399    5     255.3526       0.9257       0.2255       0.2511      39.9103       0.3084       0.0826       0.1000
1659-621    8     255.9023       3.0520       0.9716       0.9232     -62.2111       0.6354       0.3044       0.2517
1705+018   15     256.8934       0.3561       0.3079       0.1206       1.8127       0.5235       0.4476       0.1952
1705+456    0     256.8240       0.9655       0.3079       0.0000      45.6029       0.2692       0.4476       0.0000
1706-174   15     257.3931       1.8221       0.9591       0.4385     -17.4815       0.7768       0.5157       0.3427
1717+178    8     259.8044       2.6844       2.4740       0.7077      17.7518       0.9681       0.9390       0.4111
1722+330    4     261.0592       1.8013       0.2750       0.2851      33.0511       0.5498       0.0615       0.0550
1725+044    2     262.1040       0.4734       0.0392       0.0392       4.4514       0.4979       0.0077       0.0077
1725+123    4     262.0294       1.1631       0.6786       0.6323      12.2610       1.1195       0.4172       0.3973
1725-795    3     263.4196       4.6656       1.2022       1.2274     -79.5988       1.0246       0.2702       0.2757
1726+455   22     261.8652       1.3265       0.6314       0.1943      45.5110       0.3593       0.1279       0.0382
1730-130   21     263.2613       1.4978       1.0474       0.5103     -13.0804       0.6575       1.0019       0.3316
1732+389   12     263.5857       1.6315       0.3752       0.4104      38.9643       0.4305       0.3964       0.1508
1736+324    1     264.6688       1.8879       0.3752       0.0000      32.4025       0.7871       0.3964       0.0000
1738+476   10     264.9880       2.6404       2.2005       1.0514      47.6329       0.6026       0.4982       0.3840
1738+499    4     264.8641       1.4062       0.1915       0.1946      49.9176       0.3906       0.0899       0.0950
1741-038   32     265.9952       0.5588       0.6910       0.0480      -3.8346       0.8847       2.8448       0.0694
1743+173   10     266.3967       1.7058       1.0244       0.9920      17.3337       0.6110       0.3284       0.4598
1744+557    4     266.2359       1.2307       0.8701       0.5085      55.7048       0.2752       0.1725       0.0985
1745+624   18     266.5585       1.5658       0.2963       0.2400      62.4485       0.3092       0.1130       0.0621
1746+470    6     266.8610       1.1151       0.6172       0.2765      46.9808       0.2654       0.0738       0.0932
1749+096   30     267.8867       0.7644       0.4176       0.0779       9.6502       0.5652       0.7454       0.0729
1749+701    3     267.1368      20.4398       5.4808      11.0175      70.0974       0.7342       0.1503       0.2840
1751+288    9     268.4270       0.7586       0.2769       0.4171      28.8014       0.2703       0.1036       0.1800
1751+441    0     268.3444       1.2078       0.2769       0.0000      44.1627       0.3184       0.1036       0.0000
1754+155    6     269.2213       0.8615       0.7376       0.6395      15.5891       0.6121       0.3519       0.3448
1758+388   14     270.1032       1.7663       0.7629       0.5726      38.8085       0.5347       0.2171       0.1665
1758-651    8     270.8479       3.0216       1.1273       1.4610     -65.1269       0.5352       0.3365       0.4813
1759-396    6     270.6778       3.8603       4.2816       1.3349     -39.6689       0.9741       0.3251       0.1421
1800+440   10     270.3846       1.1587       2.9521       0.5331      44.0728       0.3461       0.9431       0.1967
1803+784   31     270.1903       1.8969       0.4073       0.2250      78.4678       0.3532       0.0832       0.0438
1806+456    8     272.0912       1.3914       2.1491       0.8415      45.7058       0.3319       0.7017       0.0911
1806-458    7     272.4911       6.3583       3.4292       2.3056     -45.8781       1.2971       0.3064       0.2419
1807+698   25     271.7112       1.1240       0.6002       0.1356      69.8245       0.2280       0.1239       0.0383
1815-553   21     274.9392       4.9446       7.0716       1.8026     -55.3558       0.8868       0.7325       0.3714
1821+107    6     276.0119       0.9459       0.1417       0.0609      10.7399       0.5063       0.8267       0.0973
1823+568   21     276.0295       1.3331       1.5138       0.6019      56.8504       0.3043       0.3742       0.1188
1823+689    7     275.8869       1.4599       0.6188       0.4478      68.9646       0.2941       0.1410       0.0934
1824-582    3     277.3017       5.1162       1.4911       0.5997     -58.2320       1.1832       0.3840       0.3171
1830+285    4     278.2091       1.4067       0.2826       0.2633      28.5600       0.5022       0.1422       0.0307
1831-711    7     279.3696       3.2388       0.7523       0.5420     -71.1454       0.5943       0.1085       0.0812
1842+681    6     280.6402       2.0289       0.5026       0.7373      68.1570       0.3084       0.1864       0.2050
1845+797    5     280.5375       3.0098       0.9885       1.1070      79.7714       0.5946       0.2840       0.1384
1846+322    7     282.0920       1.0057       0.2514       0.1923      32.3174       0.3304       0.0861       0.0739
1849+670   16     282.3170       1.1641       1.6184       0.6265      67.0949       0.2667       0.2724       0.1181
1856+737    1     283.7387       1.7514       1.6184       0.0000      73.8555       0.3585       0.2724       0.0000
1901+319   11     285.7331       1.5091       1.1054       0.5147      31.9949       0.4007       0.4377       0.1185
1903-802    3     288.1667       2.0442       0.0741       0.0741     -80.1683       0.3981       0.1383       0.1383
1908-201   23     287.7902       2.4269       4.6017       0.5948     -20.1153       0.9727       0.3937       0.2806
1909+161    7     287.9927       0.9389       0.5310       0.2144      16.1964       0.4645       0.1596       0.0744
1920-211   13     290.8841       1.7210       3.5641       0.3711     -21.0759       0.5637       0.1373       0.1398
1921-293   32     291.2127       4.5913       3.0865       0.5556     -29.2417       1.1852       1.3792       0.1561
1923+210   19     291.4984       0.9989       0.8903       0.1517      21.1073       0.4456       0.2914       0.1076
1925-610    5     292.5257       3.9266       1.1530       1.4172     -60.9359       0.6236       0.2793       0.3071
1928+738   13     291.9521       3.7306       1.1746       1.0322      73.9671       0.7191       0.1481       0.1860
1929+226    9     292.8538       2.1216       6.2506       1.7106      22.7253       0.9334       1.9448       0.6690
1932+204    2     293.7936       0.9657       0.3657       0.3657      20.5317       0.7519       0.1483       0.1483
1933-400    9     294.3176       4.8007       1.0517       0.6497     -39.9671       0.7013       0.1806       0.1045
1935-692    8     295.1064       3.7071       0.6803       1.1784     -69.1325       0.6815       0.1452       0.2208
1936-155   16     294.8611       1.0093       0.6754       0.3415     -15.4286       0.6473       0.3775       0.2628
1937-101    4     294.9886       1.0775       0.4104       0.9990     -10.0449       1.0059       0.1521       0.2426
1954+513   11     298.9281       5.2819       2.6878       3.2321      51.5302       1.1431       0.5954       0.6703
1954-388   20     299.4992       3.2915       1.0568       0.7655     -38.7518       0.6717       0.2140       0.1824
1958-179   27     300.2379       1.7560       0.8053       0.5916     -17.8160       0.6691       0.3514       0.1959
2000+148    4     300.6750       0.9294       5.7603       1.0035      15.0207       0.4794       2.1202       0.6087
2000+472    7     300.5434       1.1183       1.1261       0.2849      47.4247       0.2538       0.2985       0.0464
2002-375    5     301.4795      10.0276      10.5920       5.6322     -37.3949       1.7422       0.3362       0.2275
2005+403    2     301.9373       5.4276      10.5920       0.0000      40.4968       1.3005       0.3362       0.0000
2007+777   11     301.3792       3.6214       0.8329       0.8851      77.8787       0.6795       0.3726       0.1293
2008-159   15     302.8155       2.9462       2.3813       0.1488     -15.7778       0.5215       1.5918       0.0959
2013+163    6     304.0578       1.0180       0.5338       0.4109      16.5428       0.5629       0.3390       0.2536
2017+745    6     304.3045       5.4243       0.7343       0.5078      74.6800       0.4585       0.2337       0.1615
2021+317    4     305.8292       1.9130       0.3944       0.2622      31.8840       0.5156       0.0687       0.1135
2029+121    9     307.9791       2.0586       0.2813       0.3678      12.3282       1.6151       0.2239       0.1160
2037+511   29     309.6543       1.5340       1.7071       0.2812      51.3202       0.3141       0.6518       0.0697
2037-253    8     310.0366       2.8113       0.8047       0.4213     -25.1296       1.0833       0.3490       0.3416
2052-474   21     314.0682       5.7426      13.9642       1.1762     -47.2466       0.7635       1.1909       0.2550
2058-297    4     315.2569       3.1761       1.5170       1.6609     -29.5577       0.9707       0.4768       0.3409
2059+034   12     315.4118       0.3451       0.6135       0.0682       3.6920       0.6778       0.5073       0.0707
2106+143    3     317.1710       1.4470       0.4162       0.4356      14.5075       0.6524       0.2773       0.4331
2109-811    4     319.1285       3.1932       0.3368       0.4543     -80.8987       0.5611       0.0597       0.0907
2113+293   22     318.8726       1.4614       1.3982       0.2723      29.5607       0.4627       0.3663       0.1069
2123-463    4     321.6279       8.2485       2.2931       3.9254     -46.0966       1.4823       0.5496       1.0974
2126-158   20     322.3007       1.8904       1.0418       0.5404     -15.6447       1.0287       0.4184       0.2410
2127-096    7     322.5795       0.9878       0.3078       0.2661      -9.4604       0.9951       0.3644       0.4470
2131-021   15     323.5430       0.4443       1.1794       0.3843      -1.8881       0.6629       1.5010       0.3162
2136+141   22     324.7555       0.7695       0.5180       0.1357      14.3933       0.4218       0.1438       0.0811
2141+175    7     325.8981       0.6457       0.1930       0.1945      17.7302       0.2732       0.0786       0.0992
2142+110    5     326.3282       0.8431       0.6189       0.8878      11.2576       0.6789       0.4367       0.5326
2142-758    8     326.8030       2.6478       2.0423       1.6544     -75.6037       0.4391       0.3649       0.3103
2143-156   11     326.5957       4.0776       2.7324       0.3751     -15.4289       1.7097       0.8274       0.1951
2144+092    6     326.7923       0.7809       0.1627       0.1356       9.4963       0.5754       0.1316       0.1251
2145+082    2     326.9801       1.0384       0.1627       0.0000       8.5033       0.9924       0.1316       0.0000
2149+056   17     327.9078       0.7103       0.3647       0.2238       5.8703       0.8656       0.5909       0.2699
2149-307    7     327.9813       1.6948       1.0667       0.3490     -30.4649       0.4764       0.1591       0.1584
2150+173   11     328.1034       1.6314       0.7787       0.7648      17.5772       0.6780       0.3218       0.2975
2155+312    5     329.3701       2.1277       0.5654       0.6859      31.4504       0.6575       0.3646       0.2733
2155-152    8     329.5262       4.2779       1.3843       0.9967     -15.0193       2.7706       0.3952       0.5024
2155-304    6     329.7169       1.9706       7.6990       2.7672     -30.2256       0.9699       1.0056       0.4604
2200+420   29     330.6804       2.7593       5.6862       2.0844      42.2778       0.6761       1.1546       0.2832
2204-540    9     331.9322       4.7657       2.7269       2.2996     -53.7761       0.5784       0.5174       0.4745
2205+166    2     331.9703       2.9883       2.7269       0.0000      16.8716       0.9257       0.5174       0.0000
2208-137    6     332.8504       1.3601       0.2404       0.2565     -13.4694       0.7045       0.1480       0.1476
2209+236   15     333.0249       1.2791       6.7429       0.5140      23.9279       0.3469       3.8587       0.1374
2210-257    4     333.2604       2.2947       0.6636       0.2032     -25.4917       0.8240       0.1751       0.1667
2214+350    9     334.0834       1.5973       0.3527       0.3327      35.3039       0.3710       0.0960       0.1004
2215+150    7     334.5455       0.9009       0.3890       0.2471      15.3433       0.4103       0.1818       0.1132
2216-038   20     334.7168       0.7492       0.2065       0.0335      -3.5936       1.2684       0.8509       0.1265
2220-351    4     335.7747      14.5888       2.5612       3.0501     -34.9298       1.8005       0.4184       0.4479
2223-052   21     336.4469       0.3753       0.3214       0.0535      -4.9504       0.4585       0.3521       0.0767
2227-088   15     337.4170       0.5551       2.3385       0.2139      -8.5485       0.4059       2.2412       0.1771
2229+695   12     337.6520       2.7221       0.4963       0.3382      69.7745       0.4926       0.0441       0.0279
2230+114   15     338.1517       1.2441       2.1070       0.3273      11.7308       0.6534       0.6870       0.1676
2232-488   12     338.8052       5.2454      37.6314       3.7650     -48.5997       0.5292       0.5850       0.3006
2235+731    5     339.1608       2.5872       0.8738       0.9417      73.3813       0.4116       0.1295       0.1431
2236-572    7     339.8003       5.4059       6.0563       3.8554     -57.0169       0.6980       0.7187       0.5345
2239+096    2     340.4572       0.6684       6.0563       0.0000       9.8979       0.4782       0.7187       0.0000
2243+047    6     341.4736       0.4166       0.2648       0.1985       5.0158       0.6476       0.4815       0.3607
2243-123   25     341.5760       1.4989       1.6134       0.3774     -12.1142       0.9248       0.4462       0.2994
2244-372    9     341.7663       6.8657       2.7418       2.2559     -36.9629       1.2498       0.3360       0.3289
2245-328    6     342.1612       7.2570       7.4139       1.8303     -32.5978       1.0349       0.4239       0.3129
2250+190   13     343.2807       2.1045       9.1354       0.5934      19.7096       0.8437       1.4144       0.2233
2252-090    5     343.7677       0.7267       0.6282       1.2749      -8.7345       0.7650       0.5940       1.1568
2253+417    4     343.9029       3.4593       1.3775       1.4607      42.0479       0.6317       0.3208       0.3351
2254+024    5     344.3232       0.3530       0.4031       0.0063       2.7215       0.6984       1.0161       0.0280
2254+074    8     344.3221       0.5891       1.1225       0.5859       7.7201       0.5609       0.2408       0.6683
2255-282   26     344.5248       3.8888       3.3289       0.8946     -27.9726       0.8616       0.1632       0.1226
2300-683    9     345.9315       4.0876       1.0712       1.2042     -68.1271       0.5844       0.2008       0.2652
2307+106    6     347.6188       5.0629       1.5421       0.5828      10.9252       3.1349       0.7511       0.3864
2309+454    7     347.9475       1.5942       1.4100       0.9060      45.7322       0.2746       0.2948       0.1386
2312-319    6     348.7021       4.9984       2.1769       1.8258     -31.6443       1.3894       0.2896       0.2796
2318+049   20     350.1869       0.4824       0.1688       0.1343       5.2305       0.5026       0.1998       0.1099
2319+272    6     350.4994       1.5231       0.2914       0.2794      27.5462       0.3954       0.1419       0.0746
2319+317    7     350.4790       1.2765       6.2357       1.0468      32.0688       0.3321       0.0667       0.0509
2319+444    5     350.5848       3.8635       2.6344       1.2119      44.7618       0.8751       0.5626       0.3267
2320+506    4     350.6083       2.1162       0.5515       0.4543      50.9644       0.4696       0.0755       0.0794
2320-035   10     350.8831       0.8139       0.7374       0.2676      -3.2847       1.2478       0.7940       0.5601
2325+093    2     351.8899       0.8355       0.7374       0.0000       9.6693       0.2111       0.7940       0.0000
2325-150    4     351.9499       1.9260       1.7760       1.9389     -14.7988       1.2842       2.8418       2.8601
2326-477   12     352.3238       5.8236       5.5052       5.4552     -47.5053       0.6787       0.6825       1.0138
2329-162    8     352.9111       1.4981       0.5319       0.4310     -15.9492       0.4811       0.1923       0.1046
2329-384    8     352.9978       4.6397       2.6733       2.9181     -38.1966       1.2032       0.5287       0.3490
2331-240    2     353.4802       3.4169       0.6564       0.6564     -23.7280       1.2240       0.1246       0.1246
2333-415    4     354.1416      10.9848       0.5629       0.5293     -41.2561       1.3334       0.0863       0.1018
2335-027   12     354.4889       0.5233       0.1078       0.0496      -2.5160       0.7731       1.2434       0.2115
2344+092    3     356.6535       0.7882       2.3240       0.2078       9.5126       0.6777       0.0505       0.0481
2344-514    4     356.8328      10.5837       6.9407       5.0065     -51.1767       1.4391       0.7432       0.7260
2345-167   10     357.0109       2.4598       0.3049       0.0727     -16.5200       1.0719       0.1561       0.0463
2351+456    6     358.5903       2.9357       0.7376       1.3104      45.8845       0.6888       0.1993       0.2464
2351-154    7     358.6258       1.9966       0.8490       0.4453     -15.2198       0.9139       0.4899       0.3853
2353+816    2     359.0950       7.2428       0.8490       0.0000      81.8812       1.0682       0.4899       0.0000
