100    0.2878    0.21    -0.1012    -0.2691    0.0134    0.12    0.12    0.13
101    0.2099    0.21    -0.0545    -0.2026    0.0081    0.12    0.12    0.12
102    0.2349    0.21    -0.0555    -0.2282    0.0083    0.12    0.12    0.12
103    0.1839    0.21    -0.0609    -0.1733    0.0071    0.12    0.12    0.12
104    0.1321    0.21    0.0015    -0.1320    0.0014    0.12    0.12    0.12
105    0.0845    0.21    -0.0245    -0.0808    0.0031    0.12    0.12    0.12
106    0.0131    0.21    -0.0011    -0.0131    0.0003    0.12    0.12    0.12
107    0.0663    0.21    0.0029    -0.0662    0.0008    0.12    0.12    0.12
108    0.0138    0.20    0.0137    0.0016    -0.0012    0.12    0.12    0.12
109    0.0365    0.20    0.0073    0.0357    -0.0012    0.12    0.11    0.12
110    0.0396    0.20    -0.0338    -0.0202    0.0034    0.12    0.11    0.12
111    0.0866    0.20    -0.0787    -0.0353    0.0075    0.12    0.11    0.12
112    0.0859    0.20    -0.0806    0.0288    0.0071    0.12    0.11    0.12
113    0.1065    0.20    -0.0790    0.0711    0.0071    0.12    0.11    0.12
114    0.1419    0.20    -0.0662    0.1254    0.0049    0.12    0.11    0.12
115    0.1367    0.20    -0.0999    0.0928    0.0091    0.12    0.11    0.12
116    0.1121    0.20    -0.1056    0.0363    0.0092    0.12    0.11    0.12
117    0.1155    0.20    -0.0808    0.0822    0.0074    0.12    0.11    0.11
118    0.1647    0.20    -0.1005    0.1302    0.0088    0.12    0.11    0.11
119    0.1180    0.20    -0.0834    0.0832    0.0076    0.12    0.11    0.11
120    0.0632    0.19    -0.0265    0.0574    0.0024    0.12    0.11    0.11
121    0.0419    0.19    0.0210    0.0362    -0.0016    0.11    0.11    0.11
122    0.0281    0.19    0.0238    -0.0149    -0.0022    0.11    0.11    0.11
123    0.0715    0.19    0.0695    0.0156    -0.0061    0.11    0.11    0.11
124    0.1256    0.19    0.1147    0.0502    -0.0101    0.11    0.11    0.11
125    0.1430    0.19    0.1156    0.0835    -0.0106    0.11    0.11    0.11
126    0.1934    0.19    0.1371    0.1359    -0.0122    0.11    0.11    0.11
127    0.1717    0.19    0.1443    0.0919    -0.0139    0.11    0.11    0.11
128    0.1108    0.19    0.0871    0.0680    -0.0084    0.11    0.11    0.11
129    0.0646    0.19    0.0623    0.0160    -0.0060    0.11    0.10    0.11
130    0.0751    0.19    0.0739    -0.0117    -0.0067    0.11    0.10    0.11
131    0.1196    0.19    0.1125    -0.0392    -0.0104    0.11    0.10    0.11
132    0.1649    0.19    0.1460    -0.0755    -0.0130    0.11    0.10    0.11
133    0.1842    0.18    0.1336    -0.1262    -0.0122    0.11    0.10    0.11
134    0.1606    0.18    0.1246    -0.1007    -0.0117    0.11    0.10    0.11
135    0.1845    0.18    0.1329    -0.1274    -0.0129    0.11    0.10    0.11
136    0.1715    0.18    0.0782    -0.1524    -0.0073    0.11    0.10    0.11
137    0.1358    0.18    0.0342    -0.1314    -0.0025    0.11    0.10    0.11
138    0.1792    0.18    0.0302    -0.1766    -0.0020    0.11    0.10    0.11
139    0.1456    0.18    0.0192    -0.1443    -0.0012    0.11    0.10    0.10
140    0.1443    0.18    0.0704    -0.1258    -0.0067    0.11    0.10    0.10
141    0.1513    0.18    0.0786    -0.1290    -0.0077    0.11    0.10    0.10
142    0.1024    0.18    0.0619    -0.0814    -0.0059    0.11    0.10    0.10
143    0.1007    0.18    0.0317    -0.0955    -0.0036    0.11    0.10    0.10
144    0.1017    0.18    -0.0238    -0.0989    0.0019    0.11    0.10    0.10
145    0.1272    0.18    -0.0688    -0.1068    0.0066    0.10    0.10    0.10
146    0.1434    0.18    -0.0318    -0.1398    0.0033    0.10    0.10    0.10
147    0.1182    0.18    -0.0545    -0.1047    0.0048    0.10    0.10    0.10
148    0.0772    0.18    -0.0513    -0.0575    0.0046    0.10    0.10    0.10
149    0.0948    0.17    -0.0765    -0.0555    0.0072    0.10    0.10    0.10
150    0.1304    0.17    -0.1241    -0.0385    0.0114    0.10    0.10    0.10
151    0.1623    0.17    -0.1510    -0.0579    0.0141    0.10    0.10    0.10
152    0.1168    0.17    -0.0990    -0.0614    0.0090    0.10    0.10    0.10
153    0.0994    0.17    -0.0747    -0.0653    0.0064    0.10    0.10    0.10
154    0.1164    0.17    -0.1103    -0.0359    0.0095    0.10    0.10    0.10
155    0.1516    0.17    -0.1434    -0.0476    0.0123    0.10    0.10    0.10
156    0.1106    0.17    -0.0954    -0.0553    0.0076    0.10    0.10    0.10
157    0.0892    0.17    -0.0506    -0.0734    0.0034    0.10    0.10    0.10
158    0.1066    0.17    -0.0299    -0.1023    0.0008    0.10    0.10    0.10
159    0.1020    0.17    0.0040    -0.1019    -0.0016    0.10    0.10    0.10
160    0.1198    0.17    0.0437    -0.1114    -0.0053    0.10    0.10    0.10
161    0.0796    0.17    0.0375    -0.0700    -0.0041    0.10    0.10    0.10
162    0.0575    0.17    0.0477    -0.0317    -0.0044    0.10    0.09    0.10
163    0.0710    0.17    0.0645    -0.0290    -0.0056    0.10    0.09    0.10
164    0.0263    0.17    0.0242    -0.0102    -0.0021    0.10    0.09    0.10
165    0.0494    0.17    0.0078    -0.0488    -0.0013    0.10    0.09    0.10
166    0.0515    0.17    0.0162    -0.0489    -0.0021    0.10    0.09    0.10
167    0.0625    0.16    0.0067    -0.0621    -0.0016    0.10    0.09    0.10
168    0.0937    0.16    0.0454    -0.0818    -0.0052    0.10    0.09    0.10
169    0.0751    0.16    0.0025    -0.0751    -0.0016    0.10    0.09    0.09
170    0.0755    0.16    0.0266    -0.0705    -0.0038    0.10    0.09    0.09
171    0.0509    0.16    -0.0037    -0.0507    -0.0010    0.10    0.09    0.09
172    0.0827    0.16    0.0230    -0.0793    -0.0039    0.10    0.09    0.09
173    0.0649    0.16    0.0479    -0.0435    -0.0048    0.09    0.09    0.09
174    0.0746    0.16    0.0719    -0.0190    -0.0062    0.09    0.09    0.09
175    0.0863    0.16    0.0726    -0.0462    -0.0073    0.09    0.09    0.09
176    0.0934    0.16    0.0923    -0.0120    -0.0082    0.09    0.09    0.09
177    0.0776    0.16    0.0738    0.0236    -0.0055    0.09    0.09    0.09
178    0.0448    0.16    0.0370    0.0251    -0.0025    0.09    0.09    0.09
179    0.0158    0.16    0.0157    0.0017    -0.0013    0.09    0.09    0.09
180    0.0265    0.16    -0.0206    0.0166    0.0022    0.09    0.09    0.09
181    0.0176    0.16    0.0175    0.0015    -0.0015    0.09    0.09    0.09
182    0.0360    0.16    0.0355    -0.0049    -0.0032    0.09    0.09    0.09
183    0.0595    0.16    0.0590    -0.0050    -0.0052    0.09    0.09    0.09
184    0.0524    0.16    0.0432    0.0296    -0.0030    0.09    0.09    0.09
185    0.0781    0.16    0.0771    0.0107    -0.0064    0.09    0.09    0.09
186    0.0751    0.16    0.0748    -0.0030    -0.0063    0.09    0.09    0.09
187    0.0698    0.16    0.0694    0.0057    -0.0055    0.09    0.09    0.09
188    0.0564    0.16    0.0465    0.0317    -0.0032    0.09    0.09    0.09
189    0.0927    0.15    0.0637    0.0673    -0.0038    0.09    0.09    0.09
190    0.0819    0.15    0.0727    0.0375    -0.0048    0.09    0.09    0.09
191    0.0476    0.15    0.0438    0.0184    -0.0030    0.09    0.09    0.09
192    0.0628    0.15    0.0330    0.0535    -0.0013    0.09    0.09    0.09
193    0.0912    0.15    0.0257    0.0875    0.0002    0.09    0.09    0.09
194    0.1128    0.15    0.0459    0.1031    -0.0012    0.09    0.09    0.09
195    0.1392    0.15    0.0640    0.1236    -0.0020    0.09    0.09    0.09
196    0.1245    0.15    0.0829    0.0928    -0.0041    0.09    0.09    0.09
197    0.1514    0.15    0.1214    0.0902    -0.0070    0.09    0.09    0.09
198    0.1681    0.15    0.1472    0.0807    -0.0096    0.09    0.09    0.09
199    0.1482    0.15    0.1205    0.0858    -0.0079    0.09    0.09    0.09
200    0.1601    0.15    0.1449    0.0673    -0.0095    0.09    0.09    0.09
201    0.1373    0.15    0.1131    0.0776    -0.0066    0.09    0.09    0.09
202    0.1136    0.15    0.0938    0.0638    -0.0055    0.09    0.09    0.09
203    0.1089    0.15    0.0952    0.0525    -0.0056    0.09    0.08    0.09
204    0.1137    0.15    0.1109    0.0236    -0.0072    0.09    0.08    0.09
205    0.0913    0.15    0.0909    -0.0052    -0.0067    0.09    0.08    0.09
206    0.0982    0.15    0.0912    -0.0355    -0.0077    0.09    0.08    0.09
207    0.0693    0.15    0.0641    -0.0259    -0.0054    0.09    0.08    0.09
208    0.0966    0.15    0.0794    -0.0546    -0.0071    0.09    0.08    0.09
209    0.0678    0.15    0.0624    -0.0261    -0.0051    0.09    0.08    0.08
210    0.0970    0.15    0.0925    -0.0283    -0.0073    0.09    0.08    0.08
211    0.0991    0.15    0.0807    -0.0571    -0.0066    0.09    0.08    0.08
212    0.1239    0.15    0.0854    -0.0894    -0.0075    0.09    0.08    0.08
213    0.0905    0.15    0.0608    -0.0668    -0.0053    0.09    0.08    0.08
214    0.0818    0.15    0.0702    -0.0416    -0.0052    0.09    0.08    0.08
215    0.1016    0.15    0.0806    -0.0617    -0.0060    0.09    0.08    0.08
216    0.1130    0.14    0.0657    -0.0918    -0.0055    0.09    0.08    0.08
217    0.0915    0.14    0.0705    -0.0582    -0.0050    0.09    0.08    0.08
218    0.0833    0.14    0.0564    -0.0611    -0.0045    0.09    0.08    0.08
219    0.0711    0.14    0.0618    -0.0348    -0.0044    0.09    0.08    0.08
220    0.0635    0.14    0.0634    -0.0020    -0.0038    0.09    0.08    0.08
221    0.0469    0.14    0.0420    0.0208    -0.0020    0.09    0.08    0.08
222    0.0564    0.14    0.0499    0.0260    -0.0023    0.08    0.08    0.08
223    0.0426    0.14    0.0328    0.0272    -0.0014    0.08    0.08    0.08
224    0.0564    0.14    0.0558    0.0080    -0.0030    0.08    0.08    0.08
225    0.0231    0.14    0.0216    0.0082    -0.0010    0.08    0.08    0.08
226    0.0374    0.14    0.0356    -0.0112    -0.0023    0.08    0.08    0.08
227    0.0366    0.14    0.0366    0.0006    -0.0022    0.08    0.08    0.08
228    0.0223    0.14    0.0096    -0.0202    -0.0009    0.08    0.08    0.08
229    0.0110    0.14    -0.0107    0.0024    0.0007    0.08    0.08    0.08
230    0.0355    0.14    -0.0349    -0.0065    0.0019    0.08    0.08    0.08
231    0.0318    0.14    -0.0209    -0.0240    0.0006    0.08    0.08    0.08
232    0.0661    0.14    -0.0465    -0.0469    0.0016    0.08    0.08    0.08
233    0.0325    0.14    -0.0262    -0.0191    0.0010    0.08    0.08    0.08
