0235-618 10  8 18.6523 2.0498 1.8355 1.1167 -61.6042 1.2130 1.9088 0.7060  4
0237+040 14  9 39.8525 0.3384 1.7172 0.3140 4.2726 0.4573 1.5232 0.4945 10
0237-027 18 15 39.8990 1.4067 0.4828 0.5088 -2.5780 5.6810 0.9381 1.0517  4
0237-233 17 13 36.8093 1.5728 2.7090 1.4798 -23.1544 2.1603 4.6010 2.2008  3
0238-084 17 12 39.8527 0.5905 0.3710 0.4168 -8.2558 0.7607 0.4835 0.3755  6
0239+108 22 17 39.8729 0.3905 2.0585 0.2152 11.0169 0.6391 6.8391 0.5188  4
0239+175  9  7 38.6756 3.1115 4.2128 4.2729 17.7163 7.6295 15.1933 11.1477 11
0241+622  8  3 19.0628 1.4200 2.0536 0.9573 62.4685 3.5355 3.4984 3.2464  9
0248+430 15 12 31.2404 0.4983 0.5899 0.2878 43.2544 0.4220 0.3002 0.1996  5
0252-549 12  6 25.0641 0.7001 0.5930 0.4104 -54.6976 0.7092 0.3968 0.5205  3
0256+075 20 16 44.4483 0.3081 0.6519 0.2558 7.7943 0.7797 1.8142 0.5605  2
0256-005 10  8 44.8681 0.2715 0.1280 0.1114 -0.3333 0.9939 0.6173 0.3710 10
0300+470 31 27 31.1423 1.1254 0.2650 0.2017 47.2712 0.8987 0.2727 0.2013  4
0302+625 20 16 21.3963 4.1780 2.6169 1.8636 62.7172 12.2655 7.9830 6.1058  3
0302-623 20 18 21.4424 14.6282 14.6317 9.2470 -62.1904 18.7736 9.6661 5.3089  7
0305+039 11  9 46.9881 0.5204 0.2122 0.2025 4.1109 0.7655 0.4388 0.2917  4
0306+102 24 20 46.4755 0.3689 0.3338 0.2807 10.4879 0.5514 0.8501 0.4362  2
0307+380 11  9 37.4667 1.1934 0.2786 0.2229 38.2483 2.7242 0.6585 0.6023 11
0308-611 24 21 23.0369 3.7639 2.1485 0.9825 -60.9775 4.9825 3.1113 1.2129  3
0309+411 23 18 36.2359 6.7796 2.5834 4.9123 41.3337 16.7047 5.3063 11.2031  3
0317+188 15 11 47.2343 1.3273 0.5951 0.5020 19.0254 1.0582 0.7234 0.4861  6
0319+121 20 15 49.3026 0.3314 0.8098 0.1746 12.3539 0.7500 1.6144 0.2992  6
0322+222 14 10 47.5248 0.5338 0.3314 0.2806 22.4001 0.5674 0.3410 0.1810  3
0325+395  6  2 40.1823 2.7345 1.5893 1.6198 39.6790 7.8473 3.3684 3.5045 11
0332+078 10  8 53.1988 0.4442 0.1767 0.1771 8.0040 0.6928 0.5131 0.4710 12
0332-403 17 12 40.9425 0.4860 0.9626 0.1264 -40.1404 0.4923 1.0635 0.1617  7
0333+321 24 18 45.7461 9.2577 3.7460 0.6356 32.3082 11.5628 3.6101 0.3661  4
0334-546 17  9 31.3379 2.3357 3.2195 2.5984 -54.5070 1.7124 3.4050 1.8753  4
0336-019 34 32 54.8525 193.8481 16.2475 0.1446 -1.7766 359.2939 13.0660 0.1063  3
0338-214 19 16 51.3724 1.6275 0.7376 1.0002 -21.3253 1.3046 0.8617 0.7215  6
0340+362 10  7 44.9872 0.5358 0.3641 0.4214 36.3701 0.6038 0.3030 0.3678  9
0341+158 10  6 53.9247 0.8874 1.2809 0.5026 15.9954 1.1246 3.6122 0.6581  4
0342+147 23 18 54.3852 0.3100 0.7639 0.2944 14.8971 0.5503 1.4684 0.5252  3
0345+460 10  7 39.7034 0.7350 0.2759 0.2878 46.1666 0.6016 0.2321 0.2401  9
0346-279  9  7 50.5522 0.6846 0.2063 0.2401 -27.8204 0.6706 0.4004 0.4175 11
0347-211 10  8 53.6556 3.0214 1.7828 1.8324 -21.0466 1.9219 1.1419 0.4266 10
0355+508 35 33 37.7092 3.5714 4.5179 2.2306 50.9639 2.5737 5.2334 1.7932  2
0358+210 11  7 56.3576 3.5436 3.3815 0.8598 21.1746 13.3719 11.2878 1.3645  7
0400+258 22 17 54.6225 0.4873 1.3173 0.3242 26.0004 0.4905 2.0439 0.3747  4
0400-319 19 14 51.4991 1.3246 1.0709 0.7631 -31.7905 1.3092 0.8407 0.5642  3
0402-362 28 27 49.2765 6.2545 11.5402 5.1852 -36.0839 3.9622 5.1262 2.1756  1
0403-132 17 11 59.7850 2.2379 2.9237 1.9961 -13.1371 3.2249 8.9028 3.2304  7
0405-123 17 12 60.5542 0.2808 7.3620 0.2240 -12.1935 0.7103 0.8183 0.7015  3
0405-385 23 20 48.3624 1.1294 0.3989 0.2533 -38.4411 0.9946 0.4236 0.2952  3
0406+121 18 14 60.9120 0.4539 1.4796 0.3761 12.2944 0.8510 1.6695 0.7648  4
0406-127 18 12 60.7632 2.1312 1.0645 1.7770 -12.6467 6.3231 2.4270 5.2369  4
0410+110  4  2 62.2094 0.8828 0.1886 0.1754 11.2041 1.2756 0.9817 0.9349  6
0414-189 21 17 60.7108 0.5716 1.1120 0.2261 -18.8523 0.7341 1.8127 0.3207  7
0415+398 10  8 49.7281 1.6187 0.4477 0.4467 39.9247 0.5271 0.1707 0.1976 11
0420+022 10  7 65.6635 0.2958 0.0669 0.0787 2.3241 0.3412 0.2228 0.1435 10
0420+417 17 13 49.1628 1185.8495 2.9902 4.0591 41.8341 647.9086 0.8645 0.2476  4
0420-014 33 31 65.7978 0.4815 2.2598 0.1153 -1.3425 1.2117 8.7569 0.2436  4
0422+004 27 23 66.1915 0.2782 1.4020 0.1348 0.6018 0.7246 8.1745 0.4258  4
0422-380 21 16 52.1907 3.2701 1.7919 1.3778 -37.9391 3.2236 0.8466 0.6543  3
0426+273 17 15 59.8958 0.9344 0.3225 0.3403 27.4105 0.8990 0.3440 0.3845  4
0426-380 15  7 52.9736 1.6426 2.3213 1.0338 -37.9388 0.5972 0.9210 0.5422  4
0430+289 17 12 59.7734 1.0680 0.8682 0.6709 29.0987 3.3183 4.0335 3.5588  2
0434-188 29 28 65.5820 468.3798 1.2830 0.4582 -18.7468 1657.2520 1.0853 0.6844  1
0436-129 10  8 67.9014 2.9952 1.9316 2.2506 -12.8509 3.1561 4.2054 2.6930 10
0437-454 21 19 49.0011 27.3621 94.1575 28.1933 -45.3729 14.2085 18.7070 4.1864  4
0438-436 20 12 50.7840 5.8879 1.9646 2.9795 -43.5524 1.9379 0.7892 0.7151  3
0440+345 16 13 58.2855 0.4755 0.2859 0.2865 34.6852 0.5654 0.3223 0.2788  8
0440-003 16 11 70.6601 0.4437 7.4368 0.4455 -0.2954 0.6561 30.9585 0.3925 10
0442+389 10  8 55.5994 3.7049 2.3630 2.1526 39.0048 11.4288 7.1001 8.0442 11
0446+112 20 15 70.8664 3.4547 0.5753 0.4899 11.3579 4.5467 1.0038 0.3756  5
0451-282 24 19 64.6533 253.0561 1.2460 1.3564 -28.1270 576.1578 1.6904 1.0750  2
0454+844 28 24 7.3507 5.1310 2.2250 1.7865 84.5346 4.7504 1.0813 0.3976  7
0454-234 30 29 68.1480 4.0716 0.3646 0.2803 -23.4145 2.7050 0.2137 0.1490  1
0454-463 10  7 51.1302 1.4441 1.2295 1.2144 -46.2663 1.1706 1.1589 0.5635 10
0454-810 22 19 11.3234 0.7599 1.8234 0.4201 -81.0173 0.3782 0.8512 0.2127  6
0457+024 21 18 74.8960 0.6139 0.5830 0.3204 2.4920 0.8459 1.4074 0.4215  2
0458+138 12  3 73.2183 0.2098 0.2214 0.2023 13.9353 0.7653 0.7031 0.4244  6
0458-020 33 31 75.2581 0.3648 10.6960 0.0632 -1.9873 1.5578 10.0530 0.0966  3
0502+049 16 12 76.0566 0.1285 0.5724 0.1958 4.9952 0.1135 1.1457 0.3343  3
0506+101 17 11 76.1427 0.9951 1.1886 1.0028 10.1957 2.7937 3.4068 3.1283  3
0506-612 18 14 36.9877 0.9747 3.0799 3.1638 -61.1614 2.3672 0.5773 9.8864  9
0507+179 26 24 73.7114 0.4221 0.6590 0.3016 18.0116 0.4966 1.1107 0.4214  2
0515+208  9  5 74.2769 1.9946 0.9003 0.9755 20.9146 1.0452 0.5910 0.6899  7
0516-621 18 15 37.0319 5.1013 11.4888 4.7116 -62.1182 2.8202 8.8842 2.0927  7
0518+165 11  7 76.9290 1.5882 0.8533 1.4228 16.6395 0.5399 0.6308 0.2643  9
0521-365 23 19 64.9394 24.8822 82.1355 31.8861 -36.4586 10.9375 86.2976 14.9681  2
0522-611 16 12 38.9335 4.0900 3.3003 1.5403 -61.1325 2.7846 2.2962 0.6415 11
0524+034 10  7 81.7313 0.9961 0.6065 0.7284 3.5254 4.9829 2.8629 3.6371 10
0524-460 14  8 56.5674 3.3502 4.9521 4.3881 -45.9652 1.5150 3.7626 1.2840  3
0524-485 11  9 54.0387 2.5466 1.1617 0.9154 -48.5102 1.3115 0.8729 0.8661  2
0528-250 15 10 74.7649 0.5822 0.5326 0.3963 -25.0583 0.9691 1.1747 0.6488 10
0529+483 10  7 55.3360 0.7877 0.2398 0.2114 48.3813 0.4255 0.1048 0.0948  9
0530-727 15 10 24.4168 1.7228 3.7277 2.3839 -72.7579 4.4364 19.8415 9.2672  8
0534-340 14 13 69.7211 1.8575 4.6797 0.7954 -34.0199 0.9685 1.0863 0.7245  1
0534-611 12  9 40.4236 2.2526 4.0425 2.3844 -61.1020 0.8811 2.3416 0.7501 12
0536+145 20 16 82.1981 0.5215 0.7249 0.1853 14.5627 0.5977 1.7250 0.2384  4
0537-286 22 19 74.5611 3.4143 2.6163 1.6773 -28.6655 0.8381 1.3535 0.4499  3
0537-441 29 28 60.8470 1.7054 2.1000 0.3514 -44.0858 0.6564 1.9862 0.1645  1
0538+498 11  7 55.2244 0.6315 0.7835 0.7544 49.8520 0.4265 0.5205 0.5065  6
0539-057 16 12 84.9868 0.4356 0.4486 0.3931 -5.6971 0.9923 1.1456 1.0911  5
0544+273 22 19 77.1682 3.7898 1.3651 1.6526 27.3658 0.7926 0.5249 0.4583  5
0548+378 11  9 69.4917 4.1762 25.3993 7.6696 37.9070 3.3738 13.5351 4.9320 10
0549-575 10  7 46.9835 1.9638 2.9207 1.3396 -57.5401 1.1158 0.5620 0.4195  2
0552+398 36 35 68.2702 3.0390 0.2214 0.0865 39.8137 1.5688 0.1097 0.0625  1
0554+242  7  5 81.4042 0.3329 0.4292 0.2104 24.2320 0.5739 0.4798 0.3639  4
0556+238 24 21 82.1774 0.7939 0.7447 0.1683 23.8983 2.0221 1.2065 0.6735  3
0600+177 23 20 86.4880 0.6337 0.5652 0.3234 17.7047 0.5808 0.6179 0.3751  2
0601+245  3  1 83.0164 0.3455 0.2088 0.2410 24.4986 0.4726 0.0336 0.1035  2
0602+673 20 18 35.4194 1.0587 0.4224 0.2270 67.3487 0.5246 0.1962 0.1298  2
0605-085 17  8 90.9690 0.6284 0.2257 0.3853 -8.5805 0.6254 0.9426 0.4892  6
0606-223 10  8 85.3254 0.5430 0.1142 0.1416 -22.3392 0.5883 0.3325 0.2701 10
0607-157 25 22 88.9676 1.3154 2.7137 0.5410 -15.7113 0.6640 1.6117 0.2494  7
0609+607 19 14 45.7023 0.6655 0.9202 0.4668 60.7727 0.3391 0.7036 0.2142  4
0611+131 13  9 91.0527 2.1933 1.6598 1.7924 13.1126 2.6445 1.7231 2.2724  5
0613+570  9  7 51.3413 1.4721 0.8844 0.9512 57.0212 1.8617 2.4120 1.8777 14
0615+820 18 13 13.3645 8.5107 1.2363 1.0997 82.0404 5.3727 0.8226 0.9280  3
0620+389 11  9 74.7236 4.8500 3.0196 3.1883 38.9469 3.1011 1.5364 1.7971  6
0627-199 10  8 91.4846 1.7133 2.6068 1.5399 -19.9888 0.8072 0.5697 0.3960 10
0629-418 13  8 72.7851 2.3490 2.9646 1.7256 -41.9075 1.4126 2.6417 1.1530  4
0632-235  9  7 90.4962 1.1117 0.5425 0.3395 -23.5867 0.6728 0.4816 0.3831  3
0636+680 20 16 37.6927 2.0964 0.9148 0.6685 67.9766 0.9927 0.3567 0.2420  3
0637-337 14 11 82.9953 1.8733 2.6073 1.6545 -33.7667 1.2615 1.5086 1.0275  7
0637-752 28 26 25.1556 8.7370 2.5226 2.6097 -75.2713 2.2332 0.6812 0.5950  2
0641+392 10  8 78.3908 1.0853 0.3656 0.3694 39.2465 0.8487 0.3185 0.2583 11
0642+449 29 26 72.0478 1.5056 0.9085 0.2685 44.8546 0.8204 0.6860 0.2296  4
0646-306 20 14 87.7201 5.2316 3.7501 2.5307 -30.7388 1.4676 1.7873 1.9864  3
0648-165 23 21 98.3120 2.3884 0.9053 0.8187 -16.6277 0.5783 1.3453 0.2696  7
0650+371  9  7 82.5501 1.0356 1.0075 0.9426 37.0946 0.6624 0.9512 0.9375 17
0656+082 17 14 103.7467 0.4858 0.1354 0.1035 8.2253 0.9806 0.2780 0.3229  4
0657+172 28 27 100.3341 1.6191 0.4960 0.5941 17.1560 0.5420 0.4549 0.1903  1
0700-197  9  7 99.3960 1.3882 1.0205 0.7398 -19.8561 1.0228 0.5535 0.4086  3
0707+476 24 18 72.7052 0.6502 1.6516 0.3240 47.5364 0.4199 0.7490 0.2333  7
0710+439 15 10 78.2172 1.7688 2.6850 2.0166 43.8214 1.0925 1.6788 1.1755  4
0714+457  9  7 76.5426 0.6354 0.3304 0.2701 45.6342 0.3059 0.1494 0.1181 12
0716+714 26 21 35.3396 2.0634 0.8755 0.3273 71.3434 0.5287 0.3347 0.0924  8
0718+792 24 22 20.9176 4.2424 0.2993 0.2090 79.1919 0.3966 0.0945 0.0409  3
0722+145 24 20 107.8128 1.8259 1.4149 1.0281 14.4205 0.6156 1.3573 0.5656  2
0723+219 10  8 103.5169 0.9619 0.2026 0.8257 21.8889 1.2696 0.2701 0.9049  3
0723-008 25 19 111.4468 0.6174 9.7987 0.2760 -0.9157 0.8513 2.5267 0.3389  4
0727-115 33 31 110.2458 1.6297 0.8468 0.2805 -11.6868 1.6460 3.1800 0.1533  2
0729+259 10  8 101.9379 0.5033 0.6755 0.3169 25.8108 0.5041 0.7715 0.2778 11
0733-174 14 11 108.6093 1.4876 5.1005 1.1353 -17.5968 1.7584 1.6587 1.3378  4
0735+178 22 19 109.1059 0.6681 0.3960 0.1608 17.7053 0.5962 0.7833 0.1922  7
0736+017 28 25 114.7794 0.3774 1.6651 0.2235 1.6179 0.3823 15.0025 0.1506  6
0738+491 16 13 75.7757 0.8946 0.9926 0.7298 49.0043 0.3721 0.6127 0.2525  5
0738-674 12  7 43.7270 25.8314 79.8787 33.3079 -67.5975 11.3774 33.7667 14.4259  5
0742+103 22 19 114.5530 0.7024 4.8806 0.1726 10.1869 1.1105 6.0278 0.2998 10
0743+259 24 20 104.9689 0.4770 0.3980 0.0841 25.8173 0.3633 0.3392 0.0935  3
0743+277 10  8 103.4080 6.1042 6.4057 6.0183 27.5831 2.9290 4.0872 3.3015 11
0743-006 21 16 116.4657 0.2315 9.7992 0.1549 -0.7382 0.5805 15.3383 0.2439  6
0743-673  9  5 44.4573 1.5544 1.4355 1.4468 -67.4404 0.5232 0.1569 0.3076 11
0745+241 25 22 107.0167 0.7594 0.8497 0.4900 24.0067 0.5184 0.4795 0.2925  3
0747+185 10  8 111.5030 0.6856 0.2149 0.4470 18.3865 0.4407 0.2123 0.2613 11
0748+126 26 20 114.9185 0.4437 6.6619 0.1649 12.5180 0.3470 2.9167 0.1518  4
0749+540 28 25 69.7038 1.3374 0.9676 0.4312 53.8832 0.6618 0.4395 0.1832  4
0754+100 21 13 117.4861 2.0484 3.0665 2.0304 9.9430 3.1298 5.0743 2.5972  4
0759+183 12  9 114.6856 0.7883 3.2984 0.5225 18.1637 1.0391 3.5804 0.7149  7
0800+618 11  8 57.4447 4.9257 6.7307 1.1843 61.7399 0.5042 2.5798 0.2953  3
0804+499 28 25 78.7817 0.7947 0.2273 0.1640 49.8435 0.3825 0.0958 0.0556  8
0805+046 13  9 121.6065 0.5717 0.5262 0.2278 4.5429 0.5653 0.6566 0.5370  4
0805+410 24 23 92.4217 2.4418 0.6462 0.5954 40.8791 1.2668 0.3111 0.3079  1
0805-077 13  5 120.9201 0.3725 1.1361 0.4337 -7.8527 0.5861 2.9161 0.4218  7
0808+019 24 18 122.8019 0.6282 1.6372 0.1604 1.7812 1.6664 2.0542 0.3582  2
0812+020  4  2 123.7764 3.0346 1.5715 1.5960 1.9165 5.7247 2.9056 2.9729  6
0812+367 22 16 99.4515 0.7237 1.6714 0.4626 36.5875 0.4149 1.0932 0.2493  4
0814+425 25 18 92.0173 23.4567 1.1092 25.5880 42.3793 4.9501 0.5037 5.0657  4
0818-128 15 12 122.0378 0.7124 0.5574 0.3152 -12.9831 0.5935 0.5442 0.5435  6
0820+560 22 20 70.7900 1.0318 1.1660 0.6015 55.8785 0.4002 0.5847 0.2580  2
0821+394 20 15 97.7130 7.6806 1.5474 1.7291 39.2783 2.0633 1.0039 0.4829  3
0823+033 30 28 126.2678 0.3240 0.1066 0.0602 3.1568 0.9446 0.9201 0.3462  4
0823-223  8  3 116.8704 1.3051 2.2894 0.9126 -22.5076 2.5704 0.9517 1.0728 11
0826-373 22 16 100.7468 1.9769 2.6490 1.1588 -37.5184 1.4202 1.5827 0.4334  3
0827+243 26 22 116.5085 0.4948 1.9932 0.3393 24.1833 0.3679 1.4988 0.2537  2
0828+493 20 15 83.6629 0.9060 1.3332 0.5786 49.2225 0.3680 0.6387 0.2604  7
0829+046 16 14 127.5602 2.5255 2.4745 1.7589 4.4942 7.2916 10.2617 8.9577  4
0831+557 13  8 72.7784 1.6985 2.3337 1.4630 55.5725 0.7395 1.0670 0.6739  8
0833+585 17 13 67.7411 1.8728 1.1034 1.3277 58.4172 0.4359 0.8572 0.5170  4
0834-201 19 15 121.1541 0.6907 1.7886 0.2697 -20.2832 0.5504 1.5593 0.1964  6
0836+710 16 10 42.6640 265.2709 0.9127 0.6153 70.8950 165.2122 1.0299 0.2364  4
0839+187 18 15 123.7077 0.9204 0.9403 0.5410 18.5947 0.6750 1.5512 0.5612  2
0847-120  9  7 129.5339 8.5976 7.1394 5.1796 -12.2265 5.9882 3.8522 3.4650  4
0850+581 11  7 70.9194 0.9902 0.5996 0.8400 57.9583 0.3779 0.2462 0.2830  5
0851+202 36 35 125.5535 1.7016 0.3465 0.3171 20.1085 1.3309 0.6933 0.2257  1
0854-108  9  7 131.6698 0.5061 0.2287 0.2004 -11.0873 0.5278 0.2901 0.2093  3
0859+470 20 14 92.8503 3.3832 2.5070 2.1713 46.8511 1.0525 1.3885 0.5148  5
0859-140 16  8 131.3938 7.7149 4.5840 5.4092 -14.2586 9.0903 4.1045 3.7577  5
0906+015 16 10 137.2534 10.3224 6.0186 10.7186 1.3599 27.7438 62.5568 54.3832  9
0912+029 16 13 138.4964 0.3581 0.1790 0.1002 2.7665 1.4274 0.9034 0.8411  5
0912+297 12  5 120.8841 1.2662 2.3927 1.1516 29.5567 1.0102 2.3218 0.9260  5
0917+449 19 13 99.6879 0.6645 0.8500 0.6982 44.6983 0.3051 0.4350 0.2763  4
0917+624 24 19 65.3413 1.0413 0.9699 0.4379 62.2645 0.3840 0.4090 0.1587  4
0919-260 27 25 125.8288 4.3323 2.4316 0.9316 -26.3121 2.3031 1.0166 0.5958  3
0920+390 19 16 109.6960 0.6578 0.2959 0.2214 38.8278 0.2945 0.2175 0.1405  2
0920-397 26 24 107.7883 10.6581 2.8902 2.6587 -39.9931 3.9083 1.3548 1.3277  2
0925-203 23 19 132.9052 1.4869 9.7815 0.9170 -20.5809 0.8952 5.9691 0.4466  2
0943+105  8  5 144.2898 0.4201 0.1469 0.1247 10.2850 0.5822 0.2989 0.4032 12
0945+408 19 13 111.6836 65.4805 13.7908 13.8091 40.6624 26.7763 10.6541 14.4468  3
0949+354 16 13 121.0248 9.9838 11.5703 10.3152 35.2146 3.6316 5.5844 4.7907  4
0951+268 10  8 132.8641 2.0491 1.7513 1.6073 26.6568 2.2500 1.9686 1.8581 11
0951+693 15 12 53.1983 1.2036 0.5500 0.5579 69.0653 0.4716 0.2942 0.2402  2
0952+179 16 11 141.6758 0.6707 1.9273 0.5552 17.7253 0.6438 1.6559 0.4060  2
0954+658 28 24 61.9232 1.6253 0.5549 0.5314 65.5652 0.5113 0.2299 0.1851  7
0955+326 23 18 126.2999 11.2442 3.4006 5.4926 32.4006 6.4869 2.4931 4.1166  2
0955+476 24 23 101.2122 0.7827 0.1944 0.1618 47.4188 0.3699 0.0819 0.0693  1
0958+346 10  8 123.9936 0.8848 0.5874 0.6084 34.4140 0.4705 0.3915 0.3762 11
1004+141 23 20 147.4476 234.9309 5.3272 273.6947 13.9416 456.8198 7.6852 313.4410  7
1004-500 13 12 96.8030 6.8909 12.7391 5.3463 -50.3037 1.0210 0.8145 0.6903  1
1011+250 14 10 139.2951 0.8901 0.9402 0.6073 24.8212 0.3674 0.8640 0.3573  3
1012+232 23 20 141.4557 1.4235 2.5236 0.6355 23.0213 0.9682 1.8623 0.4823  4
1012-448  8  6 108.4143 4.8780 6.1560 3.6163 -45.1448 1.9163 2.5677 1.8257  3
1013+054 10  8 153.3750 0.5134 1.8544 0.4336 5.2173 1.5361 4.5000 1.1713 12
1014+615 14 10 74.1870 12.4876 8.6974 9.2893 61.2743 2.5143 1.6715 1.6139  5
