1920-211     17.6383        7.0723      1.9503     17.5301      3.5437      6.1204    290.8841    -21.0759
1908-201     17.6692        4.2126      5.2861    -16.8600      1.9160      3.7517    287.7902    -20.1153
1746+470     17.6948       10.6370     -8.1724     15.6946      5.8703      8.8704    266.8610     46.9808
0602+673     17.7233        2.2238      0.8776     17.7016      1.4444      1.6908     91.9695     67.3487
1510-089     17.8767        4.3402     -5.1652    -17.1143      1.6451      4.0164    228.2106     -9.1000
0745+241     18.2893        5.6791     13.7063     12.1094      3.1587      4.7196    117.1505     24.0067
1243-072     18.3711        7.6566     13.0200    -12.9607      3.6816      6.7133    191.5176     -7.5129
0414-189     18.4400       12.8960      1.4352    -18.3841      7.0693     10.7857     64.1523    -18.8523
0252-549     18.6655       41.6072     -7.4740     17.1038     17.6611     37.6728     43.3716    -54.6976
1015+057     18.6795       21.1693     11.3570    -14.8305     11.4294     17.8187    154.6160      5.5083
1004-500     18.9137       31.6274     18.2628     -4.9194     15.2512     27.7073    151.5584    -50.3037
0714+457     18.9219       16.6658     16.6588     -8.9734     10.3316     13.0769    109.4661     45.6342
0748+126     19.2936        3.6694     11.1531    -15.7433      1.7958      3.1999    117.7169     12.5180
0919-260     19.3065        4.4060      5.4524    -18.5206      2.6669      3.5072    140.3723    -26.3121
2319+272     19.3630       14.2082     16.9265     -9.4031      6.9171     12.4107    350.4994     27.5462
2149+056     19.3680        7.4957     -0.8127     19.3509      3.2595      6.7499    327.9078      5.8703
2356+385     19.3729        3.0160      5.6851    -18.5199      1.7085      2.4855    359.8883     38.8451
2128-123     19.3757        4.8273     -3.7701    -19.0054      2.0775      4.3574    322.8969    -12.1180
0035+413     19.6247       13.0499    -16.6722     10.3521      8.9205      9.5249      9.6035     41.6183
0736+017     19.7244        6.0118     13.7893    -14.1034      3.2086      5.0839    114.8251      1.6179
1502+036     19.7684        7.5110      0.9966    -19.7433      3.7609      6.5015    226.2770      3.4419
2021+317     19.8579       14.4100     19.5126      3.6873      7.0886     12.5459    305.8292     31.8840
1116-462     20.1227       75.7103     13.1177     15.2593     36.4075     66.3819    169.6123    -46.5708
2329-162     20.2808       27.3005    -17.8958      9.5420     11.1639     24.9135    352.9111    -15.9492
1546+027     20.2879        5.7970     17.6276     10.0434      2.5820      5.1903    237.3727      2.6170
1300+580     20.3262        1.6114     10.9301     17.1373      1.0241      1.2441    195.7186     57.8104
0727-115     20.6031        1.0038      7.5882    -19.1548      0.4793      0.8820    112.5796    -11.6868
0917+624     20.8617        7.2663     20.2466      5.0285      4.9439      5.3252    140.4010     62.2645
2255-282     20.9983        2.2042     -2.0586    -20.8972      1.0818      1.9205    344.5248    -27.9726
1039+811     21.0336        4.0167    -15.7887     13.8971      2.7069      2.9677    161.0961     80.9110
1758+388     21.1377        4.9407     -1.7076    -21.0686      2.7928      4.0756    270.1032     38.8085
0524-485     21.4718       68.4305     11.6790     18.0177     27.7199     62.5647     81.5695    -48.5102
0850+581     21.4798       17.3425      3.7779     21.1450     10.8035     13.5663    133.6750     57.9583
1334-127     21.5634        1.4376      4.5280    -21.0827      0.6811      1.2660    204.4158    -12.9569
2223-052     21.6082        2.1266      5.3613     20.9326      1.0793      1.8323    336.4469     -4.9504
1354-152     21.8900        8.9429     14.6601    -16.2559      4.2467      7.8703    209.2969    -15.4580
1240+381     21.9453       13.4767    -17.4620    -13.2920      8.7026     10.2902    190.7140     37.8500
2113+293     21.9682        2.5387      7.3388    -20.7062      1.2619      2.2028    318.8726     29.5607
1459+480     22.0771        8.5853      6.4089     21.1264      5.1086      6.8999    225.2027     47.8543
0238-084     22.0888        7.1566    -13.4804    -17.4984      3.5350      6.2226     40.2700     -8.2558
2243-123     22.0888        3.9184     12.9851    -17.8691      1.6845      3.5379    341.5760    -12.1142
1657-261     22.1497        5.7957     14.4497     16.7874      2.6310      5.1641    255.2215    -26.1810
1520+319     22.5672       12.6233    -20.5917     -9.2336      7.0666     10.4599    230.5416     31.7373
1656-075     22.6155       27.1598     14.7045    -17.1826     14.1601     23.1763    254.6836     -7.6549
0123+257     22.6551       17.9797    -20.6855     -9.2393     10.2402     14.7786     21.6783     25.9837
0544+273     22.7780        5.7101     16.9841     15.1781      3.1153      4.7854     86.8923     27.3658
0917+449     23.0171       11.5242      5.5073     22.3485      6.3284      9.6311    140.2436     44.6983
1127-145     23.3145       43.0120     17.3315     15.5944     19.3103     38.4336    172.5294    -14.8243
1244-255     23.4987        6.3802    -23.4883     -0.7001      3.6209      5.2533    191.6950    -25.7970
1639+230     23.5594        7.5238     20.8039     11.0564      3.8345      6.4733    250.3551     22.9511
0738+491     23.5988        8.7124     -2.2381     23.4925      4.9256      7.1864    115.5115     49.0043
1745+624     23.6514        2.8514     20.5508    -11.7070      1.8508      2.1691    266.5585     62.4485
0239+108     23.6655       11.6132    -18.9790     14.1370      4.7263     10.6080     40.6215     11.0169
0400-319     24.1094       19.7606    -16.4578     17.6184     10.2406     16.9000     60.5886    -31.7905
1150+497     24.1500       17.7478     16.2891     17.8295     11.2717     13.7088    178.3519     49.5191
1706-174     24.2603       12.1258    -15.3056    -18.8229      5.8806     10.6044    257.3931    -17.4815
1741-038     24.3670        0.9526      3.0435    -24.1762      0.4372      0.8464    265.9952     -3.8346
1642+690     24.4531        3.3652      7.7029    -23.2082      2.2234      2.5261    250.5327     68.9444
2244-372     24.4559       36.1826     -6.5831    -23.5533     19.6352     30.3915    341.7663    -36.9629
0149+218     24.6383        9.0643     15.1232    -19.4508      4.9546      7.5903     28.0752     22.1188
0405-385     25.1650        8.5872     11.2857     22.4924      4.2796      7.4448     61.7460    -38.4411
0422+004     25.2929       11.1596     13.8602     21.1571      5.0041      9.9747     66.1952      0.6018
1445-161     25.4596       56.1528     24.6878      6.2215     31.7727     46.2994    222.0627    -16.3402
1604-333     25.5646       35.9591     -5.1964    -25.0309     21.0608     29.1462    241.8948    -33.5191
1216+487     25.6851       13.2141     24.4305     -7.9294      8.9770      9.6967    184.7767     48.4989
1514+197     25.6935        9.7015     23.1002     11.2488      4.3590      8.6671    229.2367     19.5369
1532+016     25.7624       30.5120     14.7411    -21.1283     13.5395     27.3434    233.7186      1.5178
0322+222     26.0644        5.2059     21.0645     15.3504      2.7398      4.4267     51.4034     22.4001
0215+015     26.3331        7.9961      6.3083     25.5663      3.2600      7.3014     34.4540      1.7471
2141+175     26.4606       10.8487      4.8860     26.0056      6.3329      8.8085    325.8981     17.7302
0827+243     26.8581        3.8687     11.3347    -24.3492      2.1772      3.1979    127.7170     24.1833
1236+077     26.9621        8.3318     10.3999    -24.8756      4.5360      6.9888    189.8525      7.5048
2200+420     27.3717        2.4011    -23.0599    -14.7463      1.2881      2.0263    330.6804     42.2778
1806-458     27.4278       48.3067     23.5296     14.0941     24.4310     41.6734    272.4911    -45.8781
0420-014     27.5406        1.4864     -2.1187    -27.4590      0.6020      1.3590     65.8158     -1.3425
1308+554     27.7609       28.0537     19.7696    -19.4893     18.3617     21.2099    197.7634     55.2318
0151+474     29.3945        9.1124     -3.0407     29.2368      5.5993      7.1892     28.7345     47.7240
0159+723     30.0524        8.6283    -29.7700      4.1099      6.0503      6.1515     30.8891     72.5482
0202-172     30.2629       11.1503    -19.7755    -22.9080      5.2194      9.8533     31.2403    -17.0222
0403-132     30.6329       11.8472     20.6318     22.6429      5.5728     10.4547     61.3917    -13.1371
1104-445     30.9194        4.5196    -30.1841      6.7032      2.7111      3.6162    166.7862    -44.8188
1325-558     31.0232       49.1798     30.1337      7.3758     25.2125     42.2254    202.2548    -56.1341
2252-090     31.4500       40.2038     12.5222     28.8495     17.4148     36.2363    343.7677     -8.7345
1352-104     31.4517       14.5624      8.2199    -30.3586      6.1439     13.2029    208.6938    -10.6841
1903-802     31.5213       27.5668     10.9585    -29.5551     19.8161     19.1638    288.1667    -80.1683
1502+106     31.5819        3.4775     27.6270     15.3024      1.6124      3.0811    226.1041     10.4942
0605-085     31.6123       17.4013     15.2385    -27.6971      7.0406     15.9133     91.9987     -8.5805
2216-038     31.7107        5.1934     -1.7624    -31.6617      1.8702      4.8450    334.7168     -3.5936
2209+236     31.7315        3.1957     30.4019      9.0888      1.7084      2.7008    333.0249     23.9279
0834-201     31.8620       14.1431      5.8300    -31.3241      6.8264     12.3866    129.1634    -20.2832
1116+128     31.9794       25.8282     -9.6494     30.4889      9.5859     23.9835    169.7388     12.5783
1928+738     32.2273        5.8602    -30.1467     11.3921      3.8987      4.3752    291.9521     73.9671
0134+311     32.2565       12.5085    -25.2943    -20.0171      7.2391     10.2009     24.2864     31.3766
1738+476     32.4425        8.9383     22.9186     22.9620      4.8709      7.4946    264.9880     47.6329
0454-234     32.6484        1.3556      0.3297    -32.6467      0.6976      1.1623     74.2632    -23.4145
0743+259     32.8014        5.3490     17.5893    -27.6865      2.6764      4.6313    116.6078     25.8173
0818-128     32.9335       27.0161    -24.9093     21.5439     18.5346     19.6554    125.2394    -12.9831
0039+230     32.9972       19.5539     32.6147      5.0098      9.8188     16.9099     10.5189     23.3336
2309+454     33.0150       13.9371      3.9498     32.7779      7.8779     11.4970    347.9475     45.7322
0600+177     33.2467       13.3698     -4.8834     32.8861      6.6715     11.5862     90.7880     17.7047
0951+693     33.7090       18.7193     29.4811    -16.3451     14.0486     12.3714    148.8882     69.0653
0642+449     33.7787        1.2323     33.0972      6.7511      0.7561      0.9730    101.6334     44.8546
1601+112     34.3046       28.0322    -20.3260     27.6344     12.6355     25.0229    240.9247     11.0969
0549-575     34.5572       50.6047      9.7536     33.1522     22.7236     45.2159     87.5399    -57.5401
2030+547     34.9431       28.1015    -23.8225     25.5638     15.6866     23.3157    307.9498     54.9175
1624-617     35.5144       29.7892     13.4908    -32.8523     18.1987     23.5840    247.2279    -61.8768
1130+009     35.5702       15.3511      9.4919    -34.2804      6.9352     13.6952    173.3336      0.6813
0400+258     35.7615       13.2286     34.9415      7.6144      5.9948     11.7923     60.7733     26.0004
1022+194     35.8012        9.2933      7.6571     34.9727      4.6161      8.0658    156.1867     19.2057
1937-101     35.9285       28.0018     34.2135    -10.9680     11.2316     25.6506    294.9886    -10.0449
2106-413     36.2954       21.3755     34.8569    -10.1167      9.0290     19.3749    317.3883    -41.1724
0138-097     36.3680       16.1350     30.7114     19.4794      8.2304     13.8780     25.3576     -9.4788
2005-489     36.6409       40.1690      2.8005    -36.5338     26.0393     30.5860    302.3558    -48.8316
1215+303     36.6512       11.8484      1.1967     36.6316      6.5490      9.8740    184.4670     30.1168
2144+092     36.7466        9.7083     -3.5519    -36.5746      4.6587      8.5175    326.7923      9.4963
1725+044     36.9538       21.4471     -8.0470     36.0670      9.5366     19.2102    262.1040      4.4514
0256+075     37.0551       20.0357     -7.1390    -36.3609      8.8453     17.9774     44.8628      7.7943
1659-621     37.4484       29.1826    -19.6799    -31.8603     17.3488     23.4657    255.9023    -62.2111
0002-478     37.6793       33.3185    -32.4414     19.1646     16.5134     28.9384      1.1486    -47.6054
1351-018     37.9488        3.4460     20.7318     31.7853      1.3080      3.1881    208.5287     -2.1009
1144-379     38.1334        2.4861     -7.8368    -37.3195      1.3269      2.1024    176.7557    -38.2031
1034-293     38.3630        2.5377     17.8688    -33.9474      1.4158      2.1061    159.3170    -29.5674
1032-199     38.4844       14.0804     36.7299     11.4876      6.6816     12.3941    158.7590    -20.1929
0539-057     38.7235       35.2266    -21.4336     32.2507     16.0902     31.3372     85.4087     -5.6971
0451-282     38.8408       14.3780     37.5895     -9.7795      7.4200     12.3155     73.3110    -28.1270
1600+335     39.8931       13.0045      0.3378     39.8917      6.2945     11.3797    240.5303     33.4481
0054+161     40.2182       22.9213     23.6063     32.5615     12.7889     19.0218     14.2304     16.4204
1443-162     40.3178       28.3626     32.9208    -23.2755     14.7021     24.2546    221.4724    -16.4838
0814+425     40.3977        3.3960    -39.5637      8.1663      2.1437      2.6338    124.5667     42.3793
2243+047     40.5450       29.9957    -13.6899    -38.1639     11.7576     27.5953    341.4736      5.0158
1243-160     41.6613       20.4697    -21.7410    -35.5386     12.1294     16.4889    191.4739    -16.2794
1045-188     41.9033        9.3825     10.9150    -40.4567      4.3049      8.3367    162.0276    -19.1599
1602-115     42.1326       35.9238     31.0884    -28.4370     14.4274     32.8994    241.3230    -11.6575
0119+115     42.6895        2.2965      8.5696     41.8205      0.9429      2.0940     20.4233     11.8307
2320-035     42.7205       40.7171    -39.8310     15.4444     22.1711     34.1515    350.8831     -3.2847
1514-241     43.0293        7.4440    -43.0287      0.2240      3.2010      6.7206    229.4242    -24.3721
1049+215     43.4014       15.3159     19.3853     38.8316      7.0365     13.6038    162.9533     21.3312
0338-214     43.6817       12.6651     40.7576     15.7134      6.5843     10.8191     55.1484    -21.3253
0319+121     43.7964       14.3566     10.6457    -42.4828      5.8524     13.1096     50.4713     12.3539
0534-611     43.9097       65.7024     18.4865    -39.8285     37.3987     54.0198     83.6491    -61.1020
0912+297     44.7217       19.8314     28.7820    -34.2290      9.8038     17.2386    138.9683     29.5567
2106+143     44.8840        9.6762     41.8903     16.1176      4.7140      8.4503    317.1710     14.5075
1519-273     45.9721        2.5925     14.4153    -43.6536      1.5053      2.1108    230.6570    -27.5030
1504-166     46.0015       16.1014    -18.4957    -42.1194      6.7235     14.6304    226.7699    -16.8751
2052-474     46.8350        5.2281     46.7197      3.2847      3.2345      4.1074    314.0682    -47.2466
0130-171     47.4677       38.8992     -9.4650     46.5145     20.7025     32.9326     23.1812    -16.9135
1213-172     47.5892        8.0984    -43.3664    -19.5980      4.0975      6.9853    183.9448    -17.5293
0524-460     47.6164       61.6386     10.0922     46.5346     29.6894     54.0172     81.3808    -45.9652
0118-272     47.6759       96.0446     21.7422     42.4296     52.1675     80.6419     20.1319    -27.0235
2143-156     48.2505       13.1208     -8.7338    -47.4535      5.5014     11.9117    326.5957    -15.4289
0131-522     49.0120       17.6000    -43.9109     21.7717      8.2842     15.5285     23.2740    -52.0011
2355-106     49.9904        5.0150      6.8011     49.5256      2.5559      4.3148    359.5453    -10.3357
1124-186     50.2485        1.8653     -4.5930    -50.0382      0.9821      1.5859    171.7683    -18.9548
0107-610     50.7536       36.6990    -16.4028    -48.0300     17.5093     32.2527     17.3145    -60.8301
0920-397     52.2668        7.3814    -52.2577      0.9718      2.5761      6.9173    140.6934    -39.9931
0008-264     53.1623       13.5555      6.0627    -52.8155      7.6806     11.1696      2.7552    -26.2093
0637-752     53.2443        2.5912    -37.8834    -37.4139      1.9123      1.7486     98.9438    -75.2713
1622-297     53.8244       10.3553    -28.6468    -45.5679      5.3531      8.8644    246.5251    -29.8575
1057-797     54.5337        2.4226    -11.7458    -53.2537      1.7342      1.6916    164.6805    -80.0650
1349-439     55.3842       24.5217    -12.4223    -53.9731     13.7783     20.2848    208.2356    -44.2112
1725-795     56.0390       48.5624    -23.8668    -50.7025     29.3580     38.6835    263.4196    -79.5988
0925-203     56.7888       12.5793     -8.3052     56.1782      6.6147     10.6997    141.9659    -20.5809
0506-612     57.2194        7.1621    -27.3938     50.2358      4.8946      5.2286     76.6833    -61.1614
2123-463     59.7408       87.4987     17.3135    -57.1770     29.2349     82.4702    321.6279    -46.0966
0826-373     59.8969       14.4307    -52.5553     28.7329      7.7005     12.2044    127.0199    -37.5184
0104-408     59.9874        3.5253     19.7348    -56.6483      1.8732      2.9864     16.6879    -40.5722
0208-512     60.0990        4.9049     35.9850    -48.1349      3.0786      3.8183     32.6925    -51.0172
1143-245     60.9571       35.0375      0.3850     60.9558     14.8633     31.7287    176.5338    -24.7925
1451-375     61.2952        7.7151    -18.0119     58.5890      3.6825      6.7795    223.6142    -37.7925
2127-096     62.5953       21.7625     34.4205     52.2819      9.7471     19.4577    322.5795     -9.4604
0854-108     62.9033       14.7428     26.6406     56.9834      9.0849     11.6110    134.1742    -11.0873
1016-311     62.9459      108.4019     36.1170     51.5534     61.1171     89.5302    154.6198    -31.3983
1255-316     63.1373        4.2294      7.3879    -62.7036      2.1907      3.6178    194.4961    -31.9213
0402-362     63.9984        5.1930    -28.8605    -57.1215      2.5702      4.5123     60.9740    -36.0839
2329-384     64.1885       24.6199     51.4558    -38.3728     12.8783     20.9830    352.9978    -38.1966
2058-297     65.2902       81.6393    -61.0712    -23.0894     35.4585     73.5369    315.2569    -29.5577
0629-418     67.0020       69.8774    -17.0221    -64.8036     24.2483     65.5352     97.8000    -41.9075
0220-349     67.0455       18.1570     63.8581    -20.4267      9.8526     15.2513     35.7350    -34.6913
0537-286     68.2603        8.8226    -68.1007      4.6645      4.6630      7.4897     84.9762    -28.6655
2155-304     68.4333       25.7602     59.4103    -33.9636     12.1581     22.7106    329.7169    -30.2256
0237-233     69.4173       31.5324    -53.4192    -44.3301     15.5057     27.4566     40.0341    -23.1544
2204-540     71.2959       16.3964     18.0347    -68.9772      7.5485     14.5554    331.9322    -53.7761
1556-245     72.9965       77.9246    -67.0440    -28.8718     33.9177     70.1558    239.9225    -24.7108
2333-415     74.7223       72.6435    -45.0868    -59.5870     30.5529     65.9060    354.1416    -41.2561
1639-062     75.9754       10.3193    -35.1803    -67.3395      5.7007      8.6018    250.5091     -6.3566
1511-476     78.5477      154.5983     75.4059     21.9928     62.5255    141.3902    228.6668    -47.8083
1143-696     79.4932       40.2914     75.2913     25.5028     23.4280     32.7800    176.4734    -69.9005
1610-771     80.9139        5.1672     40.7871    -69.8818      3.6141      3.6931    244.4553    -77.2885
2312-319     84.2132       51.4465    -39.8386    -74.1940     25.6243     44.6109    348.7021    -31.6443
1156-663     84.5372       70.5682     72.1713    -44.0209     30.8459     63.4697    179.8263    -66.5943
