0150-334     88.0873       78.5381     60.6523    -63.8801     35.5733     70.0198     28.2922    -33.1739
0334-546     89.5474       64.5108     20.8649     87.0827     21.9878     60.6480     53.9747    -54.5070
1954-388     92.6548        2.5624     50.6093    -77.6120      1.3771      2.1610    299.4992    -38.7518
1619-680     93.6622       16.8003    -93.4598     -6.1543     10.2259     13.3297    246.0768    -68.1535
2300-683     93.9364       16.3547     47.9667    -80.7667     10.1103     12.8553    345.9315    -68.1271
0534-340     95.2705       32.4015    -12.4886     94.4484     16.4431     27.9192     84.1185    -34.0199
1012-448     98.8562      177.2602     -6.8596     98.6180     69.1336    163.2230    153.7098    -45.1448
2142-758    105.1499       14.3585     80.0560    -68.1729     10.5703      9.7178    326.8030    -75.6037
0454-463    109.2106       44.0710    -73.1154     81.1240     20.4164     39.0567     73.9616    -46.2663
1022-665    109.4965       48.9246     55.9799     94.1049     17.5703     45.6607    155.9314    -66.7802
0637-337    131.0789       96.8218    113.0146    -66.4032     65.5227     71.2828     99.8371    -33.7667
0308-611    133.8629        4.7030    -26.5411    131.2054      2.8110      3.7704     47.4837    -60.9775
2236-572    140.6453       35.8787     -8.8833   -140.3645     17.5044     31.3190    339.8003    -57.0169
2002-375    141.7831       53.6262     79.2962   -117.5353     20.4367     49.5794    301.4795    -37.3949
0522-611    146.2619       34.6190     10.3208    145.8973     14.0415     31.6435     80.6434    -61.1325
0048-427    146.9912       29.2351     -8.9918    146.7159     13.6043     25.8769     12.7896    -42.4426
0426-380    164.7290       15.4670   -158.3837     45.2798      9.1635     12.4603     67.1684    -37.9388
0438-436    184.8687       21.3950   -184.1058    -16.7771     10.0666     18.8788     70.0716    -43.5524
1412-368    193.0483      123.6972   -149.7642    121.8127     75.8390     97.7212    213.8584    -37.0908
0530-727    201.5831        8.2375   -148.6217    136.1886      5.3420      6.2706     82.3752    -72.7579
2220-351    204.1270      105.5180    -67.8354    192.5259     30.2429    101.0912    335.7747    -34.9298
1034-374    209.2321       52.4449   -120.8126    170.8285     24.6533     46.2891    159.2227    -37.7375
1048-313    216.9928       95.8811     58.1858    209.0461     47.4381     83.3236    162.7699    -31.6373
