0.000000 10000000000.0000 0.000000 10000000000.0000
0.000000 10000000000.0000 0.000000 10000000000.0000
0.000000 10000000000.0000 0.000000 10000000000.0000
0.000000 10000000000.0000 0.000000 10000000000.0000
0.000000 10000000000.0000 0.000000 10000000000.0000
0.000000 10000000000.0000 0.000000 10000000000.0000
0.000000 10000000000.0000 0.000000 10000000000.0000
0.000000 10000000000.0000 0.000000 10000000000.0000
0.000000 10000000000.0000 0.000000 10000000000.0000
0.000000 10000000000.0000 0.000000 10000000000.0000
0.000000 10000000000.0000 0.000000 10000000000.0000
0.000000 10000000000.0000 0.000000 10000000000.0000
769690480.767808 0.7149 -107486971.480592 0.9301
0.000000 10000000000.0000 0.000000 10000000000.0000
0.000000 10000000000.0000 0.000000 10000000000.0000
769690475.800079 0.2431 -107486971.096036 0.3831
769690474.704687 0.1995 -107486971.509688 0.2762
769690475.895046 0.4179 -107486971.354476 0.8406
769690476.092624 0.2517 -107486971.080935 0.3643
769690475.224154 0.2255 -107486971.343624 0.3321
0.000000 10000000000.0000 0.000000 10000000000.0000
0.000000 10000000000.0000 0.000000 10000000000.0000
0.000000 10000000000.0000 0.000000 10000000000.0000
0.000000 10000000000.0000 0.000000 10000000000.0000
769690477.061852 0.2670 -107486970.882471 0.2912
769690477.298678 0.1716 -107486970.504499 0.2832
0.000000 10000000000.0000 0.000000 10000000000.0000
0.000000 10000000000.0000 0.000000 10000000000.0000
0.000000 10000000000.0000 0.000000 10000000000.0000
0.000000 10000000000.0000 0.000000 10000000000.0000
769690476.211193 0.2939 -107486971.486637 0.3747
0.000000 10000000000.0000 0.000000 10000000000.0000
0.000000 10000000000.0000 0.000000 10000000000.0000
769690475.058158 0.1101 -107486971.621545 0.1645
769690474.022848 0.0513 -107486971.785162 0.0686
0.000000 10000000000.0000 0.000000 10000000000.0000
