1979.000000 0.000 10000000000.0 0.000 10000000000.0
1980.000000 0.000 10000000000.0 0.000 10000000000.0
1981.000000 0.000 10000000000.0 0.000 10000000000.0
1982.000000 0.000 10000000000.0 0.000 10000000000.0
1983.000000 0.000 10000000000.0 0.000 10000000000.0
1984.000000 0.000 10000000000.0 0.000 10000000000.0
1985.000000 0.000 10000000000.0 0.000 10000000000.0
1986.000000 0.000 10000000000.0 0.000 10000000000.0
1987.000000 0.000 10000000000.0 0.000 10000000000.0
1988.000000 0.000 10000000000.0 0.000 10000000000.0
1989.000000 0.000 10000000000.0 0.000 10000000000.0
1990.000000 0.000 10000000000.0 0.000 10000000000.0
1991.000000 0.000 10000000000.0 0.000 10000000000.0
1992.000000 0.000 10000000000.0 0.000 10000000000.0
1993.000000 0.000 10000000000.0 0.000 10000000000.0
1994.000000 0.000 10000000000.0 0.000 10000000000.0
1995.000000 0.000 10000000000.0 0.000 10000000000.0
1996.000000 0.000 10000000000.0 0.000 10000000000.0
1997.000000 0.000 10000000000.0 0.000 10000000000.0
1998.000000 0.000 10000000000.0 0.000 10000000000.0
1999.000000 0.000 10000000000.0 0.000 10000000000.0
2000.000000 0.000 10000000000.0 0.000 10000000000.0
2001.000000 0.000 10000000000.0 0.000 10000000000.0
2002.000000 0.000 10000000000.0 0.000 10000000000.0
2003.000000 0.000 10000000000.0 0.000 10000000000.0
2004.000000 0.000 10000000000.0 0.000 10000000000.0
2005.000000 0.000 10000000000.0 0.000 10000000000.0
2006.000000 0.000 10000000000.0 0.000 10000000000.0
2007.000000 0.000 10000000000.0 0.000 10000000000.0
2008.000000 0.000 10000000000.0 0.000 10000000000.0
2009.000000 0.000 10000000000.0 0.000 10000000000.0
2010.000000 0.000 10000000000.0 0.000 10000000000.0
2011.000000 0.000 10000000000.0 0.000 10000000000.0
2012.000000 0.000 10000000000.0 0.000 10000000000.0
2013.000000 0.000 10000000000.0 0.000 10000000000.0
2014.000000 0.000 10000000000.0 0.000 10000000000.0
2015.000000 0.000 10000000000.0 0.000 10000000000.0
